tran_sequence_number,transaction_datetime_id
TXN20250204001215,DT_20250204_193936
TXN20250112001216,DT_20250112_235441
TXN20250306001217,DT_20250306_151510
TXN20250304001218,DT_20250304_015032
TXN20250105001219,DT_20250105_030936
TXN20250102001220,DT_20250102_032251
TXN20250218001221,DT_20250218_151132
TXN20250128001222,DT_20250128_114531
TXN20250129001223,DT_20250129_121321
TXN20250325001224,DT_20250325_143857
TXN20250226001225,DT_20250226_051735
TXN20250203001226,DT_20250203_192135
TXN20250226001227,DT_20250226_071201
TXN20250206001228,DT_20250206_195845
TXN20250218001229,DT_20250218_073028
TXN20250123001230,DT_20250123_172824
TXN20250131001231,DT_20250131_225254
TXN20250109001232,DT_20250109_220002
TXN20250209001233,DT_20250209_144101
TXN20250111001234,DT_20250111_161742
TXN20250118001235,DT_20250118_191613
TXN20250111001236,DT_20250111_110757
TXN20250227001237,DT_20250227_050009
TXN20250129001238,DT_20250129_064037
TXN20250221001239,DT_20250221_233013
TXN20250221001240,DT_20250221_152523
TXN20250220001241,DT_20250220_045638
TXN20250316001242,DT_20250316_160633
TXN20250217001243,DT_20250217_115214
TXN20250106001244,DT_20250106_054757
TXN20250102001245,DT_20250102_140634
TXN20250329001246,DT_20250329_201709
TXN20250206001247,DT_20250206_092008
TXN20250129001248,DT_20250129_155337
TXN20250320001249,DT_20250320_233839
TXN20250106001250,DT_20250106_100205
TXN20250120001251,DT_20250120_180916
TXN20250106001252,DT_20250106_143156
TXN20250127001253,DT_20250127_130946
TXN20250117001254,DT_20250117_002911
TXN20250125001255,DT_20250125_111511
TXN20250312001256,DT_20250312_022659
TXN20250330001257,DT_20250330_010813
TXN20250212001258,DT_20250212_182333
TXN20250228001259,DT_20250228_053157
TXN20250331001260,DT_20250331_125534
TXN20250111001261,DT_20250111_033315
TXN20250304001262,DT_20250304_051924
TXN20250317001263,DT_20250317_092505
TXN20250115001264,DT_20250115_011604
TXN20250305001265,DT_20250305_235040
TXN20250211001266,DT_20250211_225508
TXN20250323001267,DT_20250323_055925
TXN20250224001268,DT_20250224_093537
TXN20250224001269,DT_20250224_174608
TXN20250131001270,DT_20250131_052400
TXN20250208001271,DT_20250208_081631
TXN20250320001272,DT_20250320_184305
TXN20250323001273,DT_20250323_142928
TXN20250301001274,DT_20250301_025058
TXN20250226001275,DT_20250226_145152
TXN20250224001276,DT_20250224_192920
TXN20250105001277,DT_20250105_135506
TXN20250320001278,DT_20250320_144724
TXN20250117001279,DT_20250117_193756
TXN20250303001280,DT_20250303_004451
TXN20250315001281,DT_20250315_093811
TXN20250219001282,DT_20250219_062903
TXN20250226001283,DT_20250226_222447
TXN20250112001284,DT_20250112_170405
TXN20250314001285,DT_20250314_193753
TXN20250126001286,DT_20250126_044918
TXN20250223001287,DT_20250223_174625
TXN20250114001288,DT_20250114_190118
TXN20250304001289,DT_20250304_132915
TXN20250205001290,DT_20250205_032009
TXN20250209001291,DT_20250209_140047
TXN20250222001292,DT_20250222_102722
TXN20250202001293,DT_20250202_012858
TXN20250101001294,DT_20250101_132345
TXN20250125001295,DT_20250125_151516
TXN20250301001296,DT_20250301_110059
TXN20250225001297,DT_20250225_012406
TXN20250112001298,DT_20250112_100815
TXN20250222001299,DT_20250222_174437
TXN20250109001300,DT_20250109_153743
TXN20250104001301,DT_20250104_173507
TXN20250315001302,DT_20250315_195021
TXN20250214001303,DT_20250214_004717
TXN20250123001304,DT_20250123_144859
TXN20250212001305,DT_20250212_000249
TXN20250221001306,DT_20250221_044745
TXN20250223001307,DT_20250223_025746
TXN20250114001308,DT_20250114_145025
TXN20250110001309,DT_20250110_144748
TXN20250105001310,DT_20250105_151139
TXN20250225001311,DT_20250225_141946
TXN20250327001312,DT_20250327_234057
TXN20250106001313,DT_20250106_220830
TXN20250111001314,DT_20250111_113042
TXN20250323001315,DT_20250323_065335
TXN20250131001316,DT_20250131_211028
TXN20250219001317,DT_20250219_130551
TXN20250330001318,DT_20250330_215430
TXN20250121001319,DT_20250121_214751
TXN20250221001320,DT_20250221_170637
TXN20250101001321,DT_20250101_122124
TXN20250208001322,DT_20250208_135438
TXN20250129001323,DT_20250129_021828
TXN20250322001324,DT_20250322_095827
TXN20250205001325,DT_20250205_035154
TXN20250219001326,DT_20250219_230809
TXN20250330001327,DT_20250330_235956
TXN20250223001328,DT_20250223_042015
TXN20250326001329,DT_20250326_214457
TXN20250201001330,DT_20250201_124839
TXN20250130001331,DT_20250130_042738
TXN20250118001332,DT_20250118_200652
TXN20250328001333,DT_20250328_120844
TXN20250227001334,DT_20250227_115713
TXN20250330001335,DT_20250330_213151
TXN20250121001336,DT_20250121_051114
TXN20250131001337,DT_20250131_184627
TXN20250118001338,DT_20250118_060525
TXN20250308001339,DT_20250308_102355
TXN20250227001340,DT_20250227_200808
TXN20250205001341,DT_20250205_065439
TXN20250204001342,DT_20250204_233929
TXN20250325001343,DT_20250325_195937
TXN20250119001344,DT_20250119_184226
TXN20250225001345,DT_20250225_052713
TXN20250331001346,DT_20250331_011343
TXN20250328001347,DT_20250328_202315
TXN20250324001348,DT_20250324_065548
TXN20250216001349,DT_20250216_055132
TXN20250226001350,DT_20250226_204123
TXN20250217001351,DT_20250217_044203
TXN20250226001352,DT_20250226_205308
TXN20250211001353,DT_20250211_142132
TXN20250129001354,DT_20250129_222701
TXN20250207001355,DT_20250207_031648
TXN20250126001356,DT_20250126_123853
TXN20250314001357,DT_20250314_122514
TXN20250206001358,DT_20250206_072307
TXN20250305001359,DT_20250305_065216
TXN20250112001360,DT_20250112_082016
TXN20250301001361,DT_20250301_162944
TXN20250117001362,DT_20250117_154312
TXN20250104001363,DT_20250104_192845
TXN20250224001364,DT_20250224_140514
TXN20250216001365,DT_20250216_201552
TXN20250306001366,DT_20250306_101720
TXN20250111001367,DT_20250111_080432
TXN20250216001368,DT_20250216_152942
TXN20250225001369,DT_20250225_111043
TXN20250306001370,DT_20250306_065522
TXN20250319001371,DT_20250319_041425
TXN20250106001372,DT_20250106_120106
TXN20250201001373,DT_20250201_092719
TXN20250225001374,DT_20250225_055013
TXN20250331001375,DT_20250331_002529
TXN20250126001376,DT_20250126_182912
TXN20250111001377,DT_20250111_043353
TXN20250107001378,DT_20250107_212757
TXN20250123001379,DT_20250123_031227
TXN20250126001380,DT_20250126_043646
TXN20250309001381,DT_20250309_063528
TXN20250207001382,DT_20250207_152403
TXN20250101001383,DT_20250101_102646
TXN20250309001384,DT_20250309_222240
TXN20250227001385,DT_20250227_212729
TXN20250316001386,DT_20250316_103718
TXN20250104001387,DT_20250104_035945
TXN20250317001388,DT_20250317_192350
TXN20250114001389,DT_20250114_034736
TXN20250325001390,DT_20250325_175128
TXN20250128001391,DT_20250128_035749
TXN20250108001392,DT_20250108_053742
TXN20250207001393,DT_20250207_184848
TXN20250331001394,DT_20250331_175852
TXN20250215001395,DT_20250215_130957
TXN20250305001396,DT_20250305_074247
TXN20250307001397,DT_20250307_090717
TXN20250222001398,DT_20250222_135349
TXN20250126001399,DT_20250126_230351
TXN20250331001400,DT_20250331_210614
TXN20250119001401,DT_20250119_152701
TXN20250212001402,DT_20250212_064235
TXN20250126001403,DT_20250126_213114
TXN20250314001404,DT_20250314_025723
TXN20250102001405,DT_20250102_172730
TXN20250304001406,DT_20250304_013351
TXN20250101001407,DT_20250101_213453
TXN20250127001408,DT_20250127_152233
TXN20250219001409,DT_20250219_002341
TXN20250205001410,DT_20250205_222956
TXN20250214001411,DT_20250214_030031
TXN20250115001412,DT_20250115_215720
TXN20250227001413,DT_20250227_165733
TXN20250129001414,DT_20250129_162714
TXN20250221001415,DT_20250221_071243
TXN20250218001416,DT_20250218_215815
TXN20250105001417,DT_20250105_152247
TXN20250222001418,DT_20250222_100422
TXN20250322001419,DT_20250322_222157
TXN20250202001420,DT_20250202_202309
TXN20250201001421,DT_20250201_225409
TXN20250113001422,DT_20250113_082605
TXN20250104001423,DT_20250104_195350
TXN20250103001424,DT_20250103_162339
TXN20250227001425,DT_20250227_065545
TXN20250117001426,DT_20250117_213216
TXN20250216001427,DT_20250216_162736
TXN20250214001428,DT_20250214_213549
TXN20250118001429,DT_20250118_104140
TXN20250317001430,DT_20250317_024305
TXN20250324001431,DT_20250324_014656
TXN20250123001432,DT_20250123_170652
TXN20250327001433,DT_20250327_211522
TXN20250127001434,DT_20250127_105533
TXN20250221001435,DT_20250221_160903
TXN20250215001436,DT_20250215_155334
TXN20250128001437,DT_20250128_232559
TXN20250326001438,DT_20250326_011004
TXN20250201001439,DT_20250201_210956
TXN20250318001440,DT_20250318_165006
TXN20250327001441,DT_20250327_032600
TXN20250111001442,DT_20250111_211740
TXN20250224001443,DT_20250224_000434
TXN20250208001444,DT_20250208_040920
TXN20250201001445,DT_20250201_225800
TXN20250215001446,DT_20250215_222750
TXN20250210001447,DT_20250210_231523
TXN20250324001448,DT_20250324_031216
TXN20250130001449,DT_20250130_034415
TXN20250215001450,DT_20250215_211658
TXN20250201001451,DT_20250201_233303
TXN20250101001452,DT_20250101_163730
TXN20250109001453,DT_20250109_100556
TXN20250306001454,DT_20250306_160259
TXN20250110001455,DT_20250110_181705
TXN20250226001456,DT_20250226_174055
TXN20250117001457,DT_20250117_105646
TXN20250326001458,DT_20250326_212006
TXN20250324001459,DT_20250324_131621
TXN20250319001460,DT_20250319_033652
TXN20250316001461,DT_20250316_140653
TXN20250330001462,DT_20250330_180751
TXN20250205001463,DT_20250205_110726
TXN20250216001464,DT_20250216_232203
TXN20250121001465,DT_20250121_125302
TXN20250117001466,DT_20250117_232617
TXN20250301001467,DT_20250301_152301
TXN20250214001468,DT_20250214_165851
TXN20250114001469,DT_20250114_195937
TXN20250120001470,DT_20250120_035240
TXN20250222001471,DT_20250222_220336
TXN20250227001472,DT_20250227_164151
TXN20250102001473,DT_20250102_180022
TXN20250112001474,DT_20250112_190616
TXN20250210001475,DT_20250210_125407
TXN20250122001476,DT_20250122_202232
TXN20250329001477,DT_20250329_003009
TXN20250223001478,DT_20250223_011101
TXN20250306001479,DT_20250306_002417
TXN20250330001480,DT_20250330_124449
TXN20250129001481,DT_20250129_003335
TXN20250221001482,DT_20250221_173233
TXN20250124001483,DT_20250124_140448
TXN20250228001484,DT_20250228_165855
TXN20250213001485,DT_20250213_140829
TXN20250309001486,DT_20250309_121052
TXN20250221001487,DT_20250221_002114
TXN20250215001488,DT_20250215_030301
TXN20250103001489,DT_20250103_115549
TXN20250312001490,DT_20250312_050147
TXN20250215001491,DT_20250215_201218
TXN20250329001492,DT_20250329_213717
TXN20250328001493,DT_20250328_151540
TXN20250108001494,DT_20250108_015840
TXN20250103001495,DT_20250103_024855
TXN20250104001496,DT_20250104_044121
TXN20250217001497,DT_20250217_114926
TXN20250116001498,DT_20250116_054857
TXN20250314001499,DT_20250314_223539
TXN20250323001500,DT_20250323_022910
TXN20250326001501,DT_20250326_224738
TXN20250203001502,DT_20250203_204722
TXN20250207001503,DT_20250207_012824
TXN20250127001504,DT_20250127_213247
TXN20250228001505,DT_20250228_232242
TXN20250302001506,DT_20250302_113826
TXN20250227001507,DT_20250227_193017
TXN20250312001508,DT_20250312_204642
TXN20250101001509,DT_20250101_011022
TXN20250222001510,DT_20250222_230649
TXN20250330001511,DT_20250330_013726
TXN20250324001512,DT_20250324_202547
TXN20250302001513,DT_20250302_031738
TXN20250314001514,DT_20250314_222447
TXN20250301001515,DT_20250301_095544
TXN20250311001516,DT_20250311_165319
TXN20250120001517,DT_20250120_120431
TXN20250317001518,DT_20250317_032650
TXN20250224001519,DT_20250224_185507
TXN20250112001520,DT_20250112_161912
TXN20250129001521,DT_20250129_065442
TXN20250121001522,DT_20250121_000932
TXN20250123001523,DT_20250123_045023
TXN20250225001524,DT_20250225_011031
TXN20250120001525,DT_20250120_083646
TXN20250122001526,DT_20250122_201745
TXN20250301001527,DT_20250301_065505
TXN20250311001528,DT_20250311_033935
TXN20250106001529,DT_20250106_064607
TXN20250206001530,DT_20250206_060554
TXN20250331001531,DT_20250331_073553
TXN20250330001532,DT_20250330_191033
TXN20250111001533,DT_20250111_102326
TXN20250124001534,DT_20250124_103010
TXN20250125001535,DT_20250125_045353
TXN20250102001536,DT_20250102_114743
TXN20250318001537,DT_20250318_105519
TXN20250118001538,DT_20250118_172521
TXN20250103001539,DT_20250103_084741
TXN20250208001540,DT_20250208_064805
TXN20250307001541,DT_20250307_170551
TXN20250113001542,DT_20250113_225923
TXN20250301001543,DT_20250301_043620
TXN20250202001544,DT_20250202_040851
TXN20250304001545,DT_20250304_141827
TXN20250117001546,DT_20250117_215817
TXN20250129001547,DT_20250129_225227
TXN20250310001548,DT_20250310_160322
TXN20250123001549,DT_20250123_101943
TXN20250307001550,DT_20250307_143050
TXN20250221001551,DT_20250221_110329
TXN20250225001552,DT_20250225_020136
TXN20250223001553,DT_20250223_040224
TXN20250124001554,DT_20250124_084414
TXN20250211001555,DT_20250211_051709
TXN20250125001556,DT_20250125_025906
TXN20250302001557,DT_20250302_075720
TXN20250115001558,DT_20250115_173152
TXN20250116001559,DT_20250116_025738
TXN20250129001560,DT_20250129_035550
TXN20250329001561,DT_20250329_200548
TXN20250311001562,DT_20250311_180642
TXN20250114001563,DT_20250114_051228
TXN20250221001564,DT_20250221_144603
TXN20250311001565,DT_20250311_013321
TXN20250303001566,DT_20250303_093446
TXN20250128001567,DT_20250128_095822
TXN20250309001568,DT_20250309_020245
TXN20250210001569,DT_20250210_230557
TXN20250131001570,DT_20250131_011731
TXN20250101001571,DT_20250101_201642
TXN20250117001572,DT_20250117_001519
TXN20250122001573,DT_20250122_163710
TXN20250224001574,DT_20250224_191630
TXN20250123001575,DT_20250123_124831
TXN20250203001576,DT_20250203_133428
TXN20250202001577,DT_20250202_143410
TXN20250330001578,DT_20250330_004458
TXN20250315001579,DT_20250315_061628
TXN20250121001580,DT_20250121_152847
TXN20250228001581,DT_20250228_165922
TXN20250102001582,DT_20250102_181159
TXN20250315001583,DT_20250315_075924
TXN20250113001584,DT_20250113_155932
TXN20250204001585,DT_20250204_131839
TXN20250211001586,DT_20250211_124200
TXN20250131001587,DT_20250131_160431
TXN20250324001588,DT_20250324_235046
TXN20250301001589,DT_20250301_073442
TXN20250209001590,DT_20250209_082913
TXN20250131001591,DT_20250131_172240
TXN20250303001592,DT_20250303_074502
TXN20250319001593,DT_20250319_213941
TXN20250217001594,DT_20250217_184257
TXN20250326001595,DT_20250326_013735
TXN20250309001596,DT_20250309_122210
TXN20250330001597,DT_20250330_035844
TXN20250219001598,DT_20250219_201251
TXN20250301001599,DT_20250301_165422
TXN20250214001600,DT_20250214_043901
TXN20250331001601,DT_20250331_083612
TXN20250118001602,DT_20250118_234316
TXN20250102001603,DT_20250102_133702
TXN20250208001604,DT_20250208_155837
TXN20250107001605,DT_20250107_164115
TXN20250304001606,DT_20250304_194225
TXN20250219001607,DT_20250219_213755
TXN20250208001608,DT_20250208_212627
TXN20250208001609,DT_20250208_222552
TXN20250128001610,DT_20250128_122726
TXN20250121001611,DT_20250121_061741
TXN20250204001612,DT_20250204_045039
TXN20250207001613,DT_20250207_024708
TXN20250315001614,DT_20250315_125158
TXN20250331001615,DT_20250331_080015
TXN20250208001616,DT_20250208_005958
TXN20250223001617,DT_20250223_080527
TXN20250116001618,DT_20250116_164130
TXN20250114001619,DT_20250114_212505
TXN20250304001620,DT_20250304_221222
TXN20250125001621,DT_20250125_014643
TXN20250331001622,DT_20250331_214901
TXN20250107001623,DT_20250107_002617
TXN20250120001624,DT_20250120_054939
TXN20250123001625,DT_20250123_194109
TXN20250328001626,DT_20250328_225523
TXN20250131001627,DT_20250131_031034
TXN20250226001628,DT_20250226_125412
TXN20250303001629,DT_20250303_053248
TXN20250101001630,DT_20250101_223522
TXN20250306001631,DT_20250306_225206
TXN20250301001632,DT_20250301_070114
TXN20250228001633,DT_20250228_045337
TXN20250218001634,DT_20250218_140259
TXN20250204001635,DT_20250204_170721
TXN20250116001636,DT_20250116_020028
TXN20250312001637,DT_20250312_163703
TXN20250105001638,DT_20250105_123305
TXN20250113001639,DT_20250113_141009
TXN20250209001640,DT_20250209_151601
TXN20250126001641,DT_20250126_031006
TXN20250103001642,DT_20250103_101050
TXN20250104001643,DT_20250104_220420
TXN20250227001644,DT_20250227_092759
TXN20250227001645,DT_20250227_162015
TXN20250203001646,DT_20250203_152414
TXN20250303001647,DT_20250303_183640
TXN20250210001648,DT_20250210_010731
TXN20250320001649,DT_20250320_162107
TXN20250321001650,DT_20250321_010810
TXN20250306001651,DT_20250306_122415
TXN20250113001652,DT_20250113_152701
TXN20250117001653,DT_20250117_184633
TXN20250314001654,DT_20250314_185958
TXN20250326001655,DT_20250326_102703
TXN20250106001656,DT_20250106_123657
TXN20250316001657,DT_20250316_180530
TXN20250209001658,DT_20250209_123346
TXN20250202001659,DT_20250202_092108
TXN20250222001660,DT_20250222_185441
TXN20250202001661,DT_20250202_164530
TXN20250122001662,DT_20250122_041909
TXN20250209001663,DT_20250209_180403
TXN20250103001664,DT_20250103_032043
TXN20250118001665,DT_20250118_002106
TXN20250309001666,DT_20250309_212556
TXN20250312001667,DT_20250312_213917
TXN20250112001668,DT_20250112_111554
TXN20250216001669,DT_20250216_200717
TXN20250321001670,DT_20250321_072307
TXN20250111001671,DT_20250111_143323
TXN20250115001672,DT_20250115_050554
TXN20250310001673,DT_20250310_184749
TXN20250308001674,DT_20250308_211749
TXN20250111001675,DT_20250111_214606
TXN20250216001676,DT_20250216_060850
TXN20250310001677,DT_20250310_081759
TXN20250203001678,DT_20250203_130534
TXN20250112001679,DT_20250112_124809
TXN20250104001680,DT_20250104_230810
TXN20250205001681,DT_20250205_040312
TXN20250215001682,DT_20250215_162328
TXN20250331001683,DT_20250331_042125
TXN20250213001684,DT_20250213_014656
TXN20250311001685,DT_20250311_084229
TXN20250312001686,DT_20250312_014559
TXN20250323001687,DT_20250323_184420
TXN20250119001688,DT_20250119_110031
TXN20250318001689,DT_20250318_224740
TXN20250304001690,DT_20250304_115307
TXN20250208001691,DT_20250208_143135
TXN20250129001692,DT_20250129_225458
TXN20250124001693,DT_20250124_022149
TXN20250105001694,DT_20250105_105751
TXN20250117001695,DT_20250117_095201
TXN20250312001696,DT_20250312_111347
TXN20250327001697,DT_20250327_145425
TXN20250226001698,DT_20250226_090328
TXN20250221001699,DT_20250221_033158
TXN20250201001700,DT_20250201_144235
TXN20250110001701,DT_20250110_084523
TXN20250121001702,DT_20250121_055427
TXN20250306001703,DT_20250306_143240
TXN20250113001704,DT_20250113_132034
TXN20250320001705,DT_20250320_181810
TXN20250326001706,DT_20250326_182825
TXN20250201001707,DT_20250201_220313
TXN20250107001708,DT_20250107_075438
TXN20250310001709,DT_20250310_150126
TXN20250221001710,DT_20250221_024253
TXN20250224001711,DT_20250224_213340
TXN20250323001712,DT_20250323_182026
TXN20250115001713,DT_20250115_190933
TXN20250223001714,DT_20250223_065218
TXN20250228001715,DT_20250228_164952
TXN20250317001716,DT_20250317_103227
TXN20250307001717,DT_20250307_160543
TXN20250104001718,DT_20250104_225325
TXN20250322001719,DT_20250322_134842
TXN20250212001720,DT_20250212_070852
TXN20250319001721,DT_20250319_105448
TXN20250102001722,DT_20250102_015653
TXN20250202001723,DT_20250202_061208
TXN20250127001724,DT_20250127_080713
TXN20250202001725,DT_20250202_211431
TXN20250316001726,DT_20250316_092752
TXN20250218001727,DT_20250218_121041
TXN20250207001728,DT_20250207_213720
TXN20250114001729,DT_20250114_194736
TXN20250224001730,DT_20250224_112447
TXN20250116001731,DT_20250116_122325
TXN20250118001732,DT_20250118_092646
TXN20250129001733,DT_20250129_072627
TXN20250103001734,DT_20250103_133010
TXN20250311001735,DT_20250311_121705
TXN20250206001736,DT_20250206_114106
TXN20250110001737,DT_20250110_120623
TXN20250109001738,DT_20250109_200207
TXN20250117001739,DT_20250117_134638
TXN20250122001740,DT_20250122_174258
TXN20250225001741,DT_20250225_182755
TXN20250312001742,DT_20250312_131215
TXN20250315001743,DT_20250315_140810
TXN20250218001744,DT_20250218_180225
TXN20250304001745,DT_20250304_233900
TXN20250101001746,DT_20250101_175313
TXN20250218001747,DT_20250218_181822
TXN20250115001748,DT_20250115_055921
TXN20250111001749,DT_20250111_063442
TXN20250316001750,DT_20250316_111809
TXN20250310001751,DT_20250310_224210
TXN20250107001752,DT_20250107_100738
TXN20250203001753,DT_20250203_085709
TXN20250310001754,DT_20250310_192910
TXN20250320001755,DT_20250320_195124
TXN20250311001756,DT_20250311_172420
TXN20250327001757,DT_20250327_182509
TXN20250219001758,DT_20250219_222738
TXN20250321001759,DT_20250321_025537
TXN20250317001760,DT_20250317_095341
TXN20250130001761,DT_20250130_182804
TXN20250307001762,DT_20250307_051759
TXN20250125001763,DT_20250125_043713
TXN20250103001764,DT_20250103_042342
TXN20250318001765,DT_20250318_082613
TXN20250301001766,DT_20250301_012520
TXN20250307001767,DT_20250307_070853
TXN20250318001768,DT_20250318_194147
TXN20250306001769,DT_20250306_122338
TXN20250315001770,DT_20250315_000912
TXN20250114001771,DT_20250114_232513
TXN20250317001772,DT_20250317_125506
TXN20250322001773,DT_20250322_012941
TXN20250223001774,DT_20250223_002314
TXN20250315001775,DT_20250315_185854
TXN20250319001776,DT_20250319_132943
TXN20250227001777,DT_20250227_130643
TXN20250216001778,DT_20250216_214038
TXN20250124001779,DT_20250124_230405
TXN20250205001780,DT_20250205_133425
TXN20250324001781,DT_20250324_034546
TXN20250104001782,DT_20250104_142245
TXN20250221001783,DT_20250221_111145
TXN20250313001784,DT_20250313_040026
TXN20250102001785,DT_20250102_094707
TXN20250302001786,DT_20250302_071904
TXN20250307001787,DT_20250307_035633
TXN20250214001788,DT_20250214_085709
TXN20250331001789,DT_20250331_011252
TXN20250226001790,DT_20250226_183918
TXN20250327001791,DT_20250327_111604
TXN20250108001792,DT_20250108_102719
TXN20250204001793,DT_20250204_183503
TXN20250317001794,DT_20250317_213652
TXN20250325001795,DT_20250325_153331
TXN20250205001796,DT_20250205_204831
TXN20250218001797,DT_20250218_220221
TXN20250318001798,DT_20250318_022042
TXN20250322001799,DT_20250322_100118
TXN20250225001800,DT_20250225_105849
TXN20250128001801,DT_20250128_070024
TXN20250302001802,DT_20250302_193558
TXN20250226001803,DT_20250226_205908
TXN20250118001804,DT_20250118_212135
TXN20250204001805,DT_20250204_170913
TXN20250102001806,DT_20250102_203654
TXN20250322001807,DT_20250322_021423
TXN20250102001808,DT_20250102_022638
TXN20250121001809,DT_20250121_231353
TXN20250330001810,DT_20250330_083820
TXN20250127001811,DT_20250127_080307
TXN20250309001812,DT_20250309_171046
TXN20250322001813,DT_20250322_130216
TXN20250127001814,DT_20250127_205340
TXN20250119001815,DT_20250119_210752
TXN20250331001816,DT_20250331_121946
TXN20250311001817,DT_20250311_110617
TXN20250112001818,DT_20250112_075157
TXN20250110001819,DT_20250110_000755
TXN20250201001820,DT_20250201_214534
TXN20250107001821,DT_20250107_023038
TXN20250221001822,DT_20250221_204137
TXN20250324001823,DT_20250324_181551
TXN20250217001824,DT_20250217_232441
TXN20250201001825,DT_20250201_142559
TXN20250303001826,DT_20250303_065334
TXN20250313001827,DT_20250313_041704
TXN20250305001828,DT_20250305_164436
TXN20250117001829,DT_20250117_213054
TXN20250213001830,DT_20250213_191612
TXN20250301001831,DT_20250301_200004
TXN20250125001832,DT_20250125_035742
TXN20250322001833,DT_20250322_142256
TXN20250131001834,DT_20250131_192203
TXN20250203001835,DT_20250203_115857
TXN20250220001836,DT_20250220_030945
TXN20250304001837,DT_20250304_190544
TXN20250117001838,DT_20250117_172132
TXN20250116001839,DT_20250116_065330
TXN20250224001840,DT_20250224_132647
TXN20250101001841,DT_20250101_203533
TXN20250222001842,DT_20250222_024728
TXN20250228001843,DT_20250228_192105
TXN20250104001844,DT_20250104_171731
TXN20250202001845,DT_20250202_024526
TXN20250101001846,DT_20250101_041958
TXN20250121001847,DT_20250121_192913
TXN20250312001848,DT_20250312_062211
TXN20250308001849,DT_20250308_095945
TXN20250205001850,DT_20250205_223423
TXN20250307001851,DT_20250307_074239
TXN20250127001852,DT_20250127_031547
TXN20250107001853,DT_20250107_121534
TXN20250226001854,DT_20250226_023533
TXN20250306001855,DT_20250306_225051
TXN20250316001856,DT_20250316_032000
TXN20250128001857,DT_20250128_020929
TXN20250210001858,DT_20250210_082922
TXN20250328001859,DT_20250328_232432
TXN20250318001860,DT_20250318_110809
TXN20250214001861,DT_20250214_010820
TXN20250113001862,DT_20250113_080931
TXN20250126001863,DT_20250126_021645
TXN20250303001864,DT_20250303_100600
TXN20250131001865,DT_20250131_215532
TXN20250324001866,DT_20250324_090131
TXN20250317001867,DT_20250317_111652
TXN20250210001868,DT_20250210_172734
TXN20250118001869,DT_20250118_041924
TXN20250308001870,DT_20250308_070557
TXN20250206001871,DT_20250206_050440
TXN20250102001872,DT_20250102_044950
TXN20250105001873,DT_20250105_112426
TXN20250225001874,DT_20250225_211719
TXN20250309001875,DT_20250309_085109
TXN20250309001876,DT_20250309_150236
TXN20250108001877,DT_20250108_084555
TXN20250305001878,DT_20250305_183945
TXN20250329001879,DT_20250329_073854
TXN20250325001880,DT_20250325_233712
TXN20250321001881,DT_20250321_012312
TXN20250214001882,DT_20250214_005827
TXN20250328001883,DT_20250328_082944
TXN20250227001884,DT_20250227_105142
TXN20250122001885,DT_20250122_134302
TXN20250326001886,DT_20250326_033158
TXN20250308001887,DT_20250308_062208
TXN20250306001888,DT_20250306_172137
TXN20250307001889,DT_20250307_085347
TXN20250221001890,DT_20250221_223458
TXN20250326001891,DT_20250326_171614
TXN20250323001892,DT_20250323_034728
TXN20250213001893,DT_20250213_052058
TXN20250321001894,DT_20250321_122631
TXN20250321001895,DT_20250321_164309
TXN20250115001896,DT_20250115_045639
TXN20250128001897,DT_20250128_121131
TXN20250110001898,DT_20250110_035159
TXN20250323001899,DT_20250323_190113
TXN20250213001900,DT_20250213_091442
TXN20250120001901,DT_20250120_110825
TXN20250316001902,DT_20250316_022556
TXN20250116001903,DT_20250116_112919
TXN20250212001904,DT_20250212_020940
TXN20250311001905,DT_20250311_225638
TXN20250120001906,DT_20250120_125504
TXN20250220001907,DT_20250220_235731
TXN20250202001908,DT_20250202_063209
TXN20250219001909,DT_20250219_202318
TXN20250316001910,DT_20250316_011508
TXN20250322001911,DT_20250322_035224
TXN20250122001912,DT_20250122_210754
TXN20250310001913,DT_20250310_190939
TXN20250130001914,DT_20250130_080018
TXN20250325001915,DT_20250325_081002
TXN20250117001916,DT_20250117_160017
TXN20250311001917,DT_20250311_045103
TXN20250104001918,DT_20250104_223708
TXN20250112001919,DT_20250112_102110
TXN20250112001920,DT_20250112_152523
TXN20250324001921,DT_20250324_122834
TXN20250322001922,DT_20250322_225829
TXN20250202001923,DT_20250202_120448
TXN20250110001924,DT_20250110_210840
TXN20250317001925,DT_20250317_185133
TXN20250108001926,DT_20250108_023213
TXN20250226001927,DT_20250226_213457
TXN20250112001928,DT_20250112_093940
TXN20250313001929,DT_20250313_164733
TXN20250110001930,DT_20250110_021801
TXN20250330001931,DT_20250330_232827
TXN20250104001932,DT_20250104_042838
TXN20250124001933,DT_20250124_231659
TXN20250106001934,DT_20250106_003537
TXN20250129001935,DT_20250129_200144
TXN20250331001936,DT_20250331_030607
TXN20250116001937,DT_20250116_215903
TXN20250302001938,DT_20250302_015750
TXN20250103001939,DT_20250103_143341
TXN20250210001940,DT_20250210_011905
TXN20250107001941,DT_20250107_112028
TXN20250124001942,DT_20250124_100213
TXN20250110001943,DT_20250110_010515
TXN20250129001944,DT_20250129_220546
TXN20250207001945,DT_20250207_082318
TXN20250129001946,DT_20250129_055350
TXN20250304001947,DT_20250304_175917
TXN20250208001948,DT_20250208_181222
TXN20250101001949,DT_20250101_015925
