tran_sequence_number,location_id
TXN20250209000611,LOC_HK_HONG_KONG
TXN20250123000612,LOC_NL_AMSTERDAM
TXN20250308000613,LOC_CA_VANCOUVER
TXN20250306000614,LOC_SG_SINGAPORE
TXN20250312000615,LOC_US_SAN_FRANCISCO
TXN20250112000616,LOC_JP_OSAKA
TXN20250203000617,LOC_NL_AMSTERDAM
TXN20250323000618,LOC_JP_TOKYO
TXN20250117000619,LOC_US_CHICAGO
TXN20250327000620,LOC_IN_MUMBAI
TXN20250314000621,LOC_AU_MELBOURNE
TXN20250107000622,LOC_JP_TOKYO
TXN20250313000623,LOC_CA_TORONTO
TXN20250321000624,LOC_FR_PARIS
TXN20250315000625,LOC_AE_DUBAI
TXN20250117000626,LOC_HK_HONG_KONG
TXN20250216000627,LOC_ES_MADRID
TXN20250123000628,LOC_FR_PARIS
TXN20250108000629,LOC_DE_BERLIN
TXN20250223000630,LOC_AU_SYDNEY
TXN20250320000631,LOC_ES_MADRID
TXN20250126000632,LOC_CA_VANCOUVER
TXN20250327000633,LOC_CA_VANCOUVER
TXN20250110000634,LOC_ES_MADRID
TXN20250124000635,LOC_CA_VANCOUVER
TXN20250314000636,LOC_DE_BERLIN
TXN20250210000637,LOC_JP_TOKYO
TXN20250120000638,LOC_JP_TOKYO
TXN20250205000639,LOC_CA_TORONTO
TXN20250215000640,LOC_AE_DUBAI
TXN20250127000641,LOC_AU_MELBOURNE
TXN20250330000642,LOC_IN_MUMBAI
TXN20250113000643,LOC_GB_LONDON
TXN20250315000644,LOC_US_CHICAGO
TXN20250312000645,LOC_DE_BERLIN
TXN20250309000646,LOC_NL_AMSTERDAM
TXN20250311000647,LOC_DE_BERLIN
TXN20250106000648,LOC_US_CHICAGO
TXN20250130000649,LOC_IN_BENGALURU
TXN20250216000650,LOC_AU_MELBOURNE
TXN20250317000651,LOC_HK_HONG_KONG
TXN20250106000652,LOC_NL_AMSTERDAM
TXN20250213000653,LOC_US_SAN_FRANCISCO
TXN20250317000654,LOC_JP_TOKYO
TXN20250212000655,LOC_AU_SYDNEY
TXN20250210000656,LOC_ES_MADRID
TXN20250119000657,LOC_US_SAN_FRANCISCO
TXN20250318000658,LOC_DE_BERLIN
TXN20250131000659,LOC_US_CHICAGO
TXN20250210000660,LOC_GB_MANCHESTER
TXN20250207000661,LOC_NL_AMSTERDAM
TXN20250111000662,LOC_US_SAN_FRANCISCO
TXN20250220000663,LOC_CA_VANCOUVER
TXN20250124000664,LOC_JP_TOKYO
TXN20250331000665,LOC_ES_MADRID
TXN20250324000666,LOC_HK_HONG_KONG
TXN20250119000667,LOC_US_NEW_YORK
TXN20250317000668,LOC_JP_OSAKA
TXN20250331000669,LOC_US_SAN_FRANCISCO
TXN20250214000670,LOC_AU_SYDNEY
TXN20250306000671,LOC_IN_MUMBAI
TXN20250202000672,LOC_ES_MADRID
TXN20250203000673,LOC_DE_BERLIN
TXN20250312000674,LOC_DE_BERLIN
TXN20250107000675,LOC_ES_MADRID
TXN20250226000676,LOC_SG_SINGAPORE
TXN20250116000677,LOC_JP_TOKYO
TXN20250327000678,LOC_CA_VANCOUVER
TXN20250326000679,LOC_US_CHICAGO
TXN20250108000680,LOC_ES_MADRID
TXN20250228000681,LOC_JP_OSAKA
TXN20250212000682,LOC_CA_VANCOUVER
TXN20250127000683,LOC_GB_MANCHESTER
TXN20250308000684,LOC_AU_MELBOURNE
TXN20250320000685,LOC_FR_PARIS
TXN20250322000686,LOC_NL_AMSTERDAM
TXN20250126000687,LOC_GB_MANCHESTER
TXN20250206000688,LOC_JP_TOKYO
TXN20250327000689,LOC_AE_DUBAI
TXN20250105000690,LOC_CA_VANCOUVER
TXN20250102000691,LOC_ES_MADRID
TXN20250224000692,LOC_FR_PARIS
TXN20250101000693,LOC_NL_AMSTERDAM
TXN20250106000694,LOC_DE_BERLIN
TXN20250320000695,LOC_GB_MANCHESTER
TXN20250301000696,LOC_ES_MADRID
TXN20250114000697,LOC_ES_MADRID
TXN20250214000698,LOC_JP_TOKYO
TXN20250220000699,LOC_GB_LONDON
TXN20250214000700,LOC_GB_MANCHESTER
TXN20250126000701,LOC_JP_TOKYO
TXN20250109000702,LOC_AU_MELBOURNE
TXN20250102000703,LOC_DE_BERLIN
TXN20250121000704,LOC_US_SAN_FRANCISCO
TXN20250321000705,LOC_AE_DUBAI
TXN20250107000706,LOC_US_NEW_YORK
TXN20250309000707,LOC_GB_LONDON
TXN20250226000708,LOC_NL_AMSTERDAM
TXN20250228000709,LOC_FR_PARIS
TXN20250203000710,LOC_US_CHICAGO
TXN20250323000711,LOC_IN_MUMBAI
TXN20250202000712,LOC_AE_DUBAI
TXN20250105000713,LOC_ES_MADRID
TXN20250304000714,LOC_US_NEW_YORK
TXN20250205000715,LOC_AU_SYDNEY
TXN20250115000716,LOC_US_SAN_FRANCISCO
TXN20250109000717,LOC_AU_SYDNEY
TXN20250211000718,LOC_CA_VANCOUVER
TXN20250215000719,LOC_JP_TOKYO
TXN20250213000720,LOC_US_SAN_FRANCISCO
TXN20250226000721,LOC_FR_PARIS
TXN20250322000722,LOC_JP_TOKYO
TXN20250220000723,LOC_GB_LONDON
TXN20250318000724,LOC_IN_MUMBAI
TXN20250124000725,LOC_GB_LONDON
TXN20250313000726,LOC_JP_TOKYO
TXN20250216000727,LOC_US_SAN_FRANCISCO
TXN20250107000728,LOC_DE_BERLIN
TXN20250108000729,LOC_IN_MUMBAI
TXN20250331000730,LOC_US_CHICAGO
TXN20250228000731,LOC_FR_PARIS
TXN20250314000732,LOC_CA_VANCOUVER
TXN20250329000733,LOC_AU_MELBOURNE
TXN20250321000734,LOC_GB_LONDON
TXN20250330000735,LOC_DE_BERLIN
TXN20250106000736,LOC_CA_TORONTO
TXN20250317000737,LOC_HK_HONG_KONG
TXN20250225000738,LOC_US_NEW_YORK
TXN20250210000739,LOC_FR_PARIS
TXN20250111000740,LOC_AU_SYDNEY
TXN20250222000741,LOC_DE_BERLIN
TXN20250318000742,LOC_GB_LONDON
TXN20250218000743,LOC_GB_LONDON
TXN20250226000744,LOC_GB_LONDON
TXN20250215000745,LOC_DE_BERLIN
TXN20250110000746,LOC_US_SAN_FRANCISCO
TXN20250101000747,LOC_GB_MANCHESTER
TXN20250325000748,LOC_IN_BENGALURU
TXN20250127000749,LOC_AU_MELBOURNE
TXN20250308000750,LOC_GB_LONDON
TXN20250116000751,LOC_CA_VANCOUVER
TXN20250325000752,LOC_DE_BERLIN
TXN20250330000753,LOC_CA_TORONTO
TXN20250221000754,LOC_IN_MUMBAI
TXN20250125000755,LOC_CA_TORONTO
TXN20250301000756,LOC_ES_MADRID
TXN20250104000757,LOC_IN_MUMBAI
TXN20250316000758,LOC_AE_DUBAI
TXN20250331000759,LOC_FR_PARIS
TXN20250325000760,LOC_CA_VANCOUVER
TXN20250206000761,LOC_IN_BENGALURU
TXN20250124000762,LOC_JP_OSAKA
TXN20250224000763,LOC_GB_LONDON
TXN20250314000764,LOC_US_NEW_YORK
TXN20250205000765,LOC_IN_BENGALURU
TXN20250211000766,LOC_GB_MANCHESTER
TXN20250215000767,LOC_US_NEW_YORK
TXN20250130000768,LOC_DE_BERLIN
TXN20250127000769,LOC_AU_MELBOURNE
TXN20250126000770,LOC_SG_SINGAPORE
TXN20250224000771,LOC_US_NEW_YORK
TXN20250131000772,LOC_US_SAN_FRANCISCO
TXN20250317000773,LOC_AE_DUBAI
TXN20250116000774,LOC_GB_MANCHESTER
TXN20250208000775,LOC_IN_MUMBAI
TXN20250306000776,LOC_AE_DUBAI
TXN20250306000777,LOC_SG_SINGAPORE
TXN20250312000778,LOC_US_NEW_YORK
TXN20250209000779,LOC_CA_VANCOUVER
TXN20250106000780,LOC_NL_AMSTERDAM
TXN20250218000781,LOC_DE_BERLIN
TXN20250124000782,LOC_IN_BENGALURU
TXN20250128000783,LOC_GB_LONDON
TXN20250214000784,LOC_US_CHICAGO
TXN20250329000785,LOC_FR_PARIS
TXN20250116000786,LOC_DE_BERLIN
TXN20250206000787,LOC_DE_BERLIN
TXN20250131000788,LOC_GB_MANCHESTER
TXN20250119000789,LOC_CA_VANCOUVER
TXN20250228000790,LOC_IN_MUMBAI
TXN20250324000791,LOC_IN_BENGALURU
TXN20250225000792,LOC_IN_MUMBAI
TXN20250331000793,LOC_JP_OSAKA
TXN20250102000794,LOC_GB_MANCHESTER
TXN20250327000795,LOC_AU_MELBOURNE
TXN20250215000796,LOC_SG_SINGAPORE
TXN20250119000797,LOC_SG_SINGAPORE
TXN20250104000798,LOC_FR_PARIS
TXN20250317000799,LOC_US_NEW_YORK
TXN20250314000800,LOC_US_CHICAGO
TXN20250330000801,LOC_AU_MELBOURNE
TXN20250216000802,LOC_GB_MANCHESTER
TXN20250301000803,LOC_ES_MADRID
TXN20250302000804,LOC_CA_TORONTO
TXN20250224000805,LOC_US_CHICAGO
TXN20250119000806,LOC_CA_TORONTO
TXN20250305000807,LOC_FR_PARIS
TXN20250118000808,LOC_DE_BERLIN
TXN20250312000809,LOC_JP_TOKYO
TXN20250211000810,LOC_JP_OSAKA
TXN20250314000811,LOC_IN_MUMBAI
TXN20250109000812,LOC_SG_SINGAPORE
TXN20250208000813,LOC_CA_TORONTO
TXN20250320000814,LOC_GB_MANCHESTER
TXN20250218000815,LOC_US_CHICAGO
TXN20250102000816,LOC_GB_MANCHESTER
TXN20250205000817,LOC_US_NEW_YORK
TXN20250130000818,LOC_NL_AMSTERDAM
TXN20250115000819,LOC_AU_MELBOURNE
TXN20250127000820,LOC_US_NEW_YORK
TXN20250121000821,LOC_IN_BENGALURU
TXN20250223000822,LOC_US_SAN_FRANCISCO
TXN20250314000823,LOC_US_CHICAGO
TXN20250218000824,LOC_IN_BENGALURU
TXN20250210000825,LOC_AU_MELBOURNE
TXN20250217000826,LOC_CA_VANCOUVER
TXN20250223000827,LOC_CA_VANCOUVER
TXN20250309000828,LOC_GB_MANCHESTER
TXN20250223000829,LOC_US_CHICAGO
TXN20250203000830,LOC_CA_VANCOUVER
TXN20250221000831,LOC_JP_TOKYO
TXN20250217000832,LOC_US_CHICAGO
TXN20250308000833,LOC_IN_BENGALURU
TXN20250330000834,LOC_AE_DUBAI
TXN20250104000835,LOC_AE_DUBAI
TXN20250130000836,LOC_GB_MANCHESTER
TXN20250111000837,LOC_DE_BERLIN
TXN20250315000838,LOC_GB_MANCHESTER
TXN20250117000839,LOC_GB_MANCHESTER
TXN20250112000840,LOC_US_SAN_FRANCISCO
TXN20250114000841,LOC_NL_AMSTERDAM
TXN20250324000842,LOC_IN_MUMBAI
TXN20250203000843,LOC_DE_BERLIN
TXN20250128000844,LOC_JP_OSAKA
TXN20250217000845,LOC_GB_LONDON
TXN20250216000846,LOC_AU_SYDNEY
TXN20250316000847,LOC_CA_VANCOUVER
TXN20250123000848,LOC_IN_BENGALURU
TXN20250226000849,LOC_GB_LONDON
TXN20250307000850,LOC_IN_MUMBAI
TXN20250208000851,LOC_AU_MELBOURNE
TXN20250106000852,LOC_AU_MELBOURNE
TXN20250323000853,LOC_US_CHICAGO
TXN20250124000854,LOC_IN_BENGALURU
TXN20250221000855,LOC_AE_DUBAI
TXN20250221000856,LOC_CA_VANCOUVER
TXN20250215000857,LOC_HK_HONG_KONG
TXN20250219000858,LOC_GB_MANCHESTER
TXN20250228000859,LOC_US_CHICAGO
TXN20250303000860,LOC_DE_BERLIN
TXN20250213000861,LOC_GB_MANCHESTER
TXN20250320000862,LOC_JP_TOKYO
TXN20250308000863,LOC_JP_OSAKA
TXN20250315000864,LOC_CA_TORONTO
TXN20250122000865,LOC_IN_BENGALURU
TXN20250130000866,LOC_AE_DUBAI
TXN20250324000867,LOC_JP_TOKYO
TXN20250112000868,LOC_GB_MANCHESTER
TXN20250317000869,LOC_CA_TORONTO
TXN20250327000870,LOC_ES_MADRID
TXN20250202000871,LOC_FR_PARIS
TXN20250316000872,LOC_GB_LONDON
TXN20250325000873,LOC_NL_AMSTERDAM
TXN20250309000874,LOC_US_SAN_FRANCISCO
TXN20250201000875,LOC_GB_LONDON
TXN20250121000876,LOC_NL_AMSTERDAM
TXN20250221000877,LOC_CA_VANCOUVER
TXN20250211000878,LOC_DE_BERLIN
TXN20250328000879,LOC_GB_LONDON
TXN20250222000880,LOC_GB_MANCHESTER
TXN20250221000881,LOC_GB_MANCHESTER
TXN20250131000882,LOC_JP_OSAKA
TXN20250203000883,LOC_US_CHICAGO
TXN20250126000884,LOC_US_NEW_YORK
TXN20250204000885,LOC_US_CHICAGO
TXN20250106000886,LOC_SG_SINGAPORE
TXN20250321000887,LOC_IN_BENGALURU
TXN20250305000888,LOC_AE_DUBAI
TXN20250203000889,LOC_JP_OSAKA
TXN20250111000890,LOC_GB_MANCHESTER
TXN20250115000891,LOC_CA_VANCOUVER
TXN20250320000892,LOC_ES_MADRID
TXN20250118000893,LOC_ES_MADRID
TXN20250323000894,LOC_US_CHICAGO
TXN20250313000895,LOC_GB_MANCHESTER
TXN20250304000896,LOC_FR_PARIS
TXN20250120000897,LOC_HK_HONG_KONG
TXN20250129000898,LOC_AE_DUBAI
TXN20250128000899,LOC_JP_OSAKA
TXN20250204000900,LOC_CA_VANCOUVER
TXN20250326000901,LOC_US_SAN_FRANCISCO
TXN20250123000902,LOC_JP_OSAKA
TXN20250322000903,LOC_GB_LONDON
TXN20250217000904,LOC_AU_MELBOURNE
TXN20250325000905,LOC_US_SAN_FRANCISCO
TXN20250102000906,LOC_DE_BERLIN
TXN20250106000907,LOC_DE_BERLIN
TXN20250224000908,LOC_FR_PARIS
TXN20250116000909,LOC_US_CHICAGO
TXN20250227000910,LOC_HK_HONG_KONG
TXN20250326000911,LOC_SG_SINGAPORE
TXN20250128000912,LOC_FR_PARIS
TXN20250104000913,LOC_SG_SINGAPORE
TXN20250109000914,LOC_DE_BERLIN
TXN20250107000915,LOC_US_SAN_FRANCISCO
TXN20250324000916,LOC_NL_AMSTERDAM
TXN20250121000917,LOC_ES_MADRID
TXN20250110000918,LOC_CA_TORONTO
TXN20250206000919,LOC_US_SAN_FRANCISCO
TXN20250323000920,LOC_IN_MUMBAI
TXN20250202000921,LOC_NL_AMSTERDAM
TXN20250202000922,LOC_GB_MANCHESTER
TXN20250104000923,LOC_CA_VANCOUVER
TXN20250120000924,LOC_DE_BERLIN
TXN20250318000925,LOC_AU_MELBOURNE
TXN20250116000926,LOC_JP_TOKYO
TXN20250320000927,LOC_CA_TORONTO
TXN20250122000928,LOC_GB_LONDON
TXN20250121000929,LOC_US_CHICAGO
TXN20250305000930,LOC_FR_PARIS
TXN20250131000931,LOC_US_NEW_YORK
TXN20250101000932,LOC_CA_VANCOUVER
TXN20250330000933,LOC_NL_AMSTERDAM
TXN20250128000934,LOC_GB_MANCHESTER
TXN20250314000935,LOC_IN_BENGALURU
TXN20250328000936,LOC_GB_LONDON
TXN20250203000937,LOC_DE_BERLIN
TXN20250114000938,LOC_US_SAN_FRANCISCO
TXN20250330000939,LOC_AU_MELBOURNE
TXN20250318000940,LOC_US_NEW_YORK
TXN20250107000941,LOC_CA_VANCOUVER
TXN20250322000942,LOC_GB_LONDON
TXN20250225000943,LOC_GB_MANCHESTER
TXN20250315000944,LOC_IN_BENGALURU
TXN20250129000945,LOC_US_CHICAGO
TXN20250103000946,LOC_NL_AMSTERDAM
TXN20250123000947,LOC_AE_DUBAI
TXN20250120000948,LOC_JP_OSAKA
TXN20250326000949,LOC_GB_LONDON
TXN20250128000950,LOC_IN_MUMBAI
TXN20250125000951,LOC_FR_PARIS
TXN20250327000952,LOC_IN_MUMBAI
TXN20250302000953,LOC_FR_PARIS
TXN20250313000954,LOC_GB_MANCHESTER
TXN20250320000955,LOC_AE_DUBAI
TXN20250125000956,LOC_JP_OSAKA
TXN20250107000957,LOC_US_SAN_FRANCISCO
TXN20250301000958,LOC_FR_PARIS
TXN20250319000959,LOC_CA_VANCOUVER
TXN20250114000960,LOC_JP_TOKYO
TXN20250324000961,LOC_CA_TORONTO
TXN20250108000962,LOC_US_NEW_YORK
TXN20250307000963,LOC_SG_SINGAPORE
TXN20250120000964,LOC_NL_AMSTERDAM
TXN20250125000965,LOC_GB_LONDON
TXN20250113000966,LOC_DE_BERLIN
TXN20250107000967,LOC_JP_OSAKA
TXN20250119000968,LOC_US_NEW_YORK
TXN20250112000969,LOC_CA_VANCOUVER
TXN20250206000970,LOC_US_CHICAGO
TXN20250131000971,LOC_AU_SYDNEY
TXN20250120000972,LOC_IN_BENGALURU
TXN20250302000973,LOC_CA_TORONTO
TXN20250312000974,LOC_GB_LONDON
TXN20250303000975,LOC_FR_PARIS
TXN20250328000976,LOC_AU_MELBOURNE
TXN20250322000977,LOC_US_NEW_YORK
TXN20250316000978,LOC_FR_PARIS
TXN20250111000979,LOC_CA_VANCOUVER
TXN20250309000980,LOC_GB_MANCHESTER
TXN20250317000981,LOC_US_CHICAGO
TXN20250323000982,LOC_DE_BERLIN
TXN20250210000983,LOC_AU_MELBOURNE
TXN20250122000984,LOC_DE_BERLIN
TXN20250207000985,LOC_AU_MELBOURNE
TXN20250309000986,LOC_HK_HONG_KONG
TXN20250225000987,LOC_GB_LONDON
TXN20250307000988,LOC_ES_MADRID
TXN20250324000989,LOC_FR_PARIS
TXN20250216000990,LOC_US_SAN_FRANCISCO
TXN20250116000991,LOC_ES_MADRID
TXN20250318000992,LOC_IN_BENGALURU
TXN20250205000993,LOC_GB_MANCHESTER
TXN20250302000994,LOC_US_CHICAGO
TXN20250306000995,LOC_GB_LONDON
TXN20250216000996,LOC_DE_BERLIN
TXN20250308000997,LOC_CA_TORONTO
TXN20250207000998,LOC_ES_MADRID
TXN20250208000999,LOC_SG_SINGAPORE
TXN20250303001000,LOC_US_CHICAGO
TXN20250103001001,LOC_DE_BERLIN
TXN20250201001002,LOC_GB_MANCHESTER
TXN20250329001003,LOC_US_CHICAGO
TXN20250310001004,LOC_DE_BERLIN
TXN20250216001005,LOC_FR_PARIS
TXN20250304001006,LOC_GB_LONDON
TXN20250110001007,LOC_FR_PARIS
TXN20250321001008,LOC_CA_VANCOUVER
TXN20250311001009,LOC_JP_TOKYO
TXN20250101001010,LOC_IN_BENGALURU
TXN20250103001011,LOC_FR_PARIS
TXN20250329001012,LOC_JP_OSAKA
TXN20250109001013,LOC_JP_OSAKA
TXN20250223001014,LOC_US_SAN_FRANCISCO
TXN20250223001015,LOC_ES_MADRID
TXN20250123001016,LOC_US_NEW_YORK
TXN20250330001017,LOC_DE_BERLIN
TXN20250311001018,LOC_GB_LONDON
TXN20250220001019,LOC_FR_PARIS
TXN20250225001020,LOC_AE_DUBAI
TXN20250116001021,LOC_IN_MUMBAI
TXN20250121001022,LOC_JP_TOKYO
TXN20250321001023,LOC_US_SAN_FRANCISCO
TXN20250322001024,LOC_AE_DUBAI
TXN20250111001025,LOC_SG_SINGAPORE
TXN20250220001026,LOC_CA_VANCOUVER
TXN20250209001027,LOC_DE_BERLIN
TXN20250207001028,LOC_US_SAN_FRANCISCO
TXN20250205001029,LOC_CA_VANCOUVER
TXN20250311001030,LOC_AU_SYDNEY
TXN20250327001031,LOC_GB_LONDON
TXN20250120001032,LOC_FR_PARIS
TXN20250329001033,LOC_AE_DUBAI
TXN20250115001034,LOC_US_SAN_FRANCISCO
TXN20250103001035,LOC_DE_BERLIN
TXN20250131001036,LOC_AU_SYDNEY
TXN20250124001037,LOC_IN_BENGALURU
TXN20250125001038,LOC_GB_MANCHESTER
TXN20250101001039,LOC_JP_TOKYO
TXN20250127001040,LOC_CA_TORONTO
TXN20250129001041,LOC_CA_TORONTO
TXN20250327001042,LOC_ES_MADRID
TXN20250205001043,LOC_ES_MADRID
TXN20250218001044,LOC_JP_OSAKA
TXN20250323001045,LOC_DE_BERLIN
TXN20250326001046,LOC_FR_PARIS
TXN20250120001047,LOC_DE_BERLIN
TXN20250110001048,LOC_US_SAN_FRANCISCO
TXN20250103001049,LOC_US_SAN_FRANCISCO
TXN20250319001050,LOC_AU_MELBOURNE
TXN20250328001051,LOC_DE_BERLIN
TXN20250118001052,LOC_US_CHICAGO
TXN20250106001053,LOC_IN_MUMBAI
TXN20250123001054,LOC_JP_TOKYO
TXN20250212001055,LOC_JP_TOKYO
TXN20250201001056,LOC_GB_MANCHESTER
TXN20250331001057,LOC_HK_HONG_KONG
TXN20250331001058,LOC_NL_AMSTERDAM
TXN20250214001059,LOC_ES_MADRID
TXN20250104001060,LOC_AU_SYDNEY
TXN20250124001061,LOC_IN_BENGALURU
TXN20250208001062,LOC_GB_LONDON
TXN20250327001063,LOC_JP_OSAKA
TXN20250314001064,LOC_GB_MANCHESTER
TXN20250109001065,LOC_CA_VANCOUVER
TXN20250120001066,LOC_US_CHICAGO
TXN20250102001067,LOC_US_SAN_FRANCISCO
TXN20250121001068,LOC_CA_VANCOUVER
TXN20250118001069,LOC_GB_MANCHESTER
TXN20250209001070,LOC_CA_VANCOUVER
TXN20250222001071,LOC_US_NEW_YORK
TXN20250219001072,LOC_HK_HONG_KONG
TXN20250301001073,LOC_GB_LONDON
TXN20250111001074,LOC_ES_MADRID
TXN20250320001075,LOC_DE_BERLIN
TXN20250107001076,LOC_CA_VANCOUVER
TXN20250106001077,LOC_US_SAN_FRANCISCO
TXN20250325001078,LOC_CA_VANCOUVER
TXN20250103001079,LOC_US_CHICAGO
TXN20250130001080,LOC_US_CHICAGO
TXN20250126001081,LOC_GB_LONDON
TXN20250211001082,LOC_GB_LONDON
TXN20250107001083,LOC_US_SAN_FRANCISCO
TXN20250103001084,LOC_ES_MADRID
TXN20250103001085,LOC_NL_AMSTERDAM
TXN20250316001086,LOC_FR_PARIS
TXN20250129001087,LOC_GB_LONDON
TXN20250112001088,LOC_HK_HONG_KONG
TXN20250215001089,LOC_ES_MADRID
TXN20250219001090,LOC_ES_MADRID
TXN20250109001091,LOC_JP_TOKYO
TXN20250114001092,LOC_ES_MADRID
TXN20250302001093,LOC_JP_OSAKA
TXN20250109001094,LOC_AU_SYDNEY
TXN20250219001095,LOC_NL_AMSTERDAM
TXN20250330001096,LOC_US_NEW_YORK
TXN20250214001097,LOC_US_NEW_YORK
TXN20250214001098,LOC_AU_SYDNEY
TXN20250205001099,LOC_AE_DUBAI
TXN20250101001100,LOC_ES_MADRID
TXN20250125001101,LOC_FR_PARIS
TXN20250104001102,LOC_NL_AMSTERDAM
TXN20250316001103,LOC_JP_OSAKA
TXN20250125001104,LOC_DE_BERLIN
TXN20250203001105,LOC_SG_SINGAPORE
TXN20250307001106,LOC_US_CHICAGO
TXN20250206001107,LOC_IN_MUMBAI
TXN20250110001108,LOC_CA_VANCOUVER
TXN20250113001109,LOC_US_SAN_FRANCISCO
TXN20250118001110,LOC_HK_HONG_KONG
TXN20250115001111,LOC_JP_TOKYO
TXN20250122001112,LOC_SG_SINGAPORE
TXN20250116001113,LOC_JP_OSAKA
TXN20250115001114,LOC_HK_HONG_KONG
TXN20250205001115,LOC_AE_DUBAI
TXN20250209001116,LOC_GB_LONDON
TXN20250211001117,LOC_SG_SINGAPORE
TXN20250206001118,LOC_DE_BERLIN
TXN20250201001119,LOC_ES_MADRID
TXN20250211001120,LOC_US_SAN_FRANCISCO
TXN20250206001121,LOC_IN_BENGALURU
TXN20250207001122,LOC_CA_TORONTO
TXN20250106001123,LOC_DE_BERLIN
TXN20250130001124,LOC_GB_LONDON
TXN20250330001125,LOC_ES_MADRID
TXN20250204001126,LOC_CA_TORONTO
TXN20250111001127,LOC_JP_TOKYO
TXN20250204001128,LOC_US_SAN_FRANCISCO
TXN20250306001129,LOC_CA_VANCOUVER
TXN20250128001130,LOC_IN_MUMBAI
TXN20250209001131,LOC_GB_MANCHESTER
TXN20250102001132,LOC_GB_MANCHESTER
TXN20250101001133,LOC_AU_SYDNEY
TXN20250301001134,LOC_US_NEW_YORK
TXN20250101001135,LOC_CA_VANCOUVER
TXN20250311001136,LOC_ES_MADRID
TXN20250213001137,LOC_CA_VANCOUVER
TXN20250324001138,LOC_ES_MADRID
TXN20250228001139,LOC_IN_BENGALURU
TXN20250323001140,LOC_JP_TOKYO
TXN20250210001141,LOC_US_NEW_YORK
TXN20250126001142,LOC_AU_MELBOURNE
TXN20250329001143,LOC_NL_AMSTERDAM
TXN20250307001144,LOC_AE_DUBAI
TXN20250118001145,LOC_AU_MELBOURNE
TXN20250206001146,LOC_ES_MADRID
TXN20250120001147,LOC_NL_AMSTERDAM
TXN20250109001148,LOC_FR_PARIS
TXN20250304001149,LOC_SG_SINGAPORE
TXN20250129001150,LOC_SG_SINGAPORE
TXN20250116001151,LOC_AE_DUBAI
TXN20250214001152,LOC_US_SAN_FRANCISCO
TXN20250114001153,LOC_US_SAN_FRANCISCO
TXN20250211001154,LOC_JP_OSAKA
TXN20250128001155,LOC_NL_AMSTERDAM
TXN20250302001156,LOC_DE_BERLIN
TXN20250210001157,LOC_CA_TORONTO
TXN20250312001158,LOC_IN_BENGALURU
TXN20250102001159,LOC_GB_MANCHESTER
TXN20250319001160,LOC_NL_AMSTERDAM
TXN20250120001161,LOC_JP_TOKYO
TXN20250306001162,LOC_NL_AMSTERDAM
TXN20250314001163,LOC_FR_PARIS
TXN20250120001164,LOC_SG_SINGAPORE
TXN20250325001165,LOC_AE_DUBAI
TXN20250323001166,LOC_JP_TOKYO
TXN20250222001167,LOC_US_SAN_FRANCISCO
TXN20250304001168,LOC_CA_TORONTO
TXN20250120001169,LOC_AE_DUBAI
TXN20250125001170,LOC_CA_VANCOUVER
TXN20250217001171,LOC_GB_MANCHESTER
TXN20250219001172,LOC_GB_MANCHESTER
TXN20250314001173,LOC_CA_VANCOUVER
TXN20250217001174,LOC_GB_LONDON
TXN20250317001175,LOC_JP_TOKYO
TXN20250304001176,LOC_SG_SINGAPORE
TXN20250318001177,LOC_US_CHICAGO
TXN20250206001178,LOC_ES_MADRID
TXN20250102001179,LOC_CA_TORONTO
TXN20250327001180,LOC_NL_AMSTERDAM
TXN20250110001181,LOC_GB_MANCHESTER
TXN20250221001182,LOC_JP_TOKYO
TXN20250226001183,LOC_DE_BERLIN
TXN20250309001184,LOC_IN_BENGALURU
TXN20250121001185,LOC_FR_PARIS
TXN20250313001186,LOC_IN_BENGALURU
TXN20250123001187,LOC_GB_MANCHESTER
TXN20250328001188,LOC_GB_MANCHESTER
TXN20250306001189,LOC_SG_SINGAPORE
TXN20250318001190,LOC_FR_PARIS
TXN20250305001191,LOC_AU_MELBOURNE
TXN20250130001192,LOC_AE_DUBAI
TXN20250226001193,LOC_AU_MELBOURNE
TXN20250228001194,LOC_DE_BERLIN
TXN20250103001195,LOC_GB_MANCHESTER
TXN20250223001196,LOC_ES_MADRID
TXN20250107001197,LOC_US_SAN_FRANCISCO
TXN20250331001198,LOC_IN_BENGALURU
TXN20250302001199,LOC_GB_LONDON
TXN20250201001200,LOC_FR_PARIS
TXN20250117001201,LOC_AU_MELBOURNE
TXN20250330001202,LOC_GB_LONDON
TXN20250324001203,LOC_GB_MANCHESTER
TXN20250212001204,LOC_IN_BENGALURU
TXN20250221001205,LOC_HK_HONG_KONG
TXN20250212001206,LOC_CA_TORONTO
TXN20250304001207,LOC_US_NEW_YORK
TXN20250215001208,LOC_CA_TORONTO
TXN20250101001209,LOC_NL_AMSTERDAM
TXN20250302001210,LOC_DE_BERLIN
TXN20250326001211,LOC_AU_MELBOURNE
TXN20250224001212,LOC_US_CHICAGO
TXN20250114001213,LOC_DE_BERLIN
TXN20250307001214,LOC_CA_TORONTO
TXN20250204001215,LOC_US_SAN_FRANCISCO
TXN20250112001216,LOC_ES_MADRID
TXN20250306001217,LOC_DE_BERLIN
TXN20250304001218,LOC_GB_LONDON
TXN20250105001219,LOC_IN_BENGALURU
TXN20250102001220,LOC_US_SAN_FRANCISCO
