userid,transaction_count,total_spend,preferred_currency_code,dominant_region,dominant_card_type,favorite_category_text,dominant_time_of_day,dominant_day_type,spend_profile,top_risk_tags,user_text_summary
U000196,10,11050.78,EUR,EMEA,credit card,ride-hailing and local transport,afternoon,weekday,high-value,"high-value, weekend spend, everyday consumer spend","User U000196 shows a high-value spending profile across 10 transactions totaling 11050.78 EUR. The user most often transacts in EMEA with credit card payments, favors ride-hailing and local transport, and is most active during afternoon weekday periods. Common patterns include high-value, weekend spend, everyday consumer spend."
U000197,3,135.88,JPY,APAC,credit card,quick service dining,late-night,weekday,small-ticket,"everyday consumer spend, digital recurring","User U000197 shows a small-ticket spending profile across 3 transactions totaling 135.88 JPY. The user most often transacts in APAC with credit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, digital recurring."
U000198,6,7269.95,GBP,EMEA,debit card,quick service dining,late-night,weekend,high-value,"weekend spend, late-night activity, prepaid instrument","User U000198 shows a high-value spending profile across 6 transactions totaling 7269.95 GBP. The user most often transacts in EMEA with debit card payments, favors quick service dining, and is most active during late-night weekend periods. Common patterns include weekend spend, late-night activity, prepaid instrument."
U000199,6,2283.4,AUD,APAC,credit card,general retail,late-night,weekday,mid-value,"late-night activity, weekend spend, high-value","User U000199 shows a mid-value spending profile across 6 transactions totaling 2283.4 AUD. The user most often transacts in APAC with credit card payments, favors general retail, and is most active during late-night weekday periods. Common patterns include late-night activity, weekend spend, high-value."
U000200,3,677.68,GBP,EMEA,credit card,consumer electronics,afternoon,weekday,mid-value,"high-value, premium electronics, weekend spend","User U000200 shows a mid-value spending profile across 3 transactions totaling 677.68 GBP. The user most often transacts in EMEA with credit card payments, favors consumer electronics, and is most active during afternoon weekday periods. Common patterns include high-value, premium electronics, weekend spend."
U000201,9,2176.97,EUR,APAC,credit card,fashion retail,late-night,weekday,mid-value,"weekend spend, high-value, late-night activity","User U000201 shows a mid-value spending profile across 9 transactions totaling 2176.97 EUR. The user most often transacts in APAC with credit card payments, favors fashion retail, and is most active during late-night weekday periods. Common patterns include weekend spend, high-value, late-night activity."
U000202,11,11915.78,EUR,EMEA,credit card,consumer electronics,late-night,weekday,high-value,"high-value, late-night activity, prepaid instrument","User U000202 shows a high-value spending profile across 11 transactions totaling 11915.78 EUR. The user most often transacts in EMEA with credit card payments, favors consumer electronics, and is most active during late-night weekday periods. Common patterns include high-value, late-night activity, prepaid instrument."
U000203,6,6676.23,GBP,APAC,credit card,financial services,morning,weekday,high-value,"prepaid instrument, high-value, cash-like financial services","User U000203 shows a high-value spending profile across 6 transactions totaling 6676.23 GBP. The user most often transacts in APAC with credit card payments, favors financial services, and is most active during morning weekday periods. Common patterns include prepaid instrument, high-value, cash-like financial services."
U000204,7,7575.38,USD,NA,credit card,quick service dining,evening,weekday,high-value,"everyday consumer spend, late-night activity, very high-value","User U000204 shows a high-value spending profile across 7 transactions totaling 7575.38 USD. The user most often transacts in NA with credit card payments, favors quick service dining, and is most active during evening weekday periods. Common patterns include everyday consumer spend, late-night activity, very high-value."
U000205,8,4447.91,USD,NA,credit card,quick service dining,morning,weekday,high-value,"high-value, everyday consumer spend, weekend spend","User U000205 shows a high-value spending profile across 8 transactions totaling 4447.91 USD. The user most often transacts in NA with credit card payments, favors quick service dining, and is most active during morning weekday periods. Common patterns include high-value, everyday consumer spend, weekend spend."
U000206,7,6916.78,EUR,EMEA,credit card,consumer electronics,late-night,weekday,high-value,"late-night activity, premium electronics, weekend spend","User U000206 shows a high-value spending profile across 7 transactions totaling 6916.78 EUR. The user most often transacts in EMEA with credit card payments, favors consumer electronics, and is most active during late-night weekday periods. Common patterns include late-night activity, premium electronics, weekend spend."
U000207,8,10111.19,INR,APAC,credit card,lodging and hospitality,late-night,weekday,high-value,"high-value, travel-related, prepaid instrument","User U000207 shows a high-value spending profile across 8 transactions totaling 10111.19 INR. The user most often transacts in APAC with credit card payments, favors lodging and hospitality, and is most active during late-night weekday periods. Common patterns include high-value, travel-related, prepaid instrument."
U000208,2,3568.79,EUR,EMEA,debit card,financial services,morning,weekday,high-value,"very high-value, cash-like financial services, digital recurring","User U000208 shows a high-value spending profile across 2 transactions totaling 3568.79 EUR. The user most often transacts in EMEA with debit card payments, favors financial services, and is most active during morning weekday periods. Common patterns include very high-value, cash-like financial services, digital recurring."
U000209,8,2120.79,JPY,APAC,credit card,grocery retail,late-night,weekday,mid-value,"everyday consumer spend, weekend spend, high-value","User U000209 shows a mid-value spending profile across 8 transactions totaling 2120.79 JPY. The user most often transacts in APAC with credit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, weekend spend, high-value."
U000210,7,3302.76,GBP,EMEA,credit card,fashion retail,late-night,weekday,mid-value,"late-night activity, weekend spend, high-value","User U000210 shows a mid-value spending profile across 7 transactions totaling 3302.76 GBP. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during late-night weekday periods. Common patterns include late-night activity, weekend spend, high-value."
U000211,10,10552.63,EUR,NA,credit card,air travel,morning,weekday,high-value,"high-value, weekend spend, travel-related","User U000211 shows a high-value spending profile across 10 transactions totaling 10552.63 EUR. The user most often transacts in NA with credit card payments, favors air travel, and is most active during morning weekday periods. Common patterns include high-value, weekend spend, travel-related."
U000212,7,2684.57,JPY,APAC,credit card,fuel and convenience,afternoon,weekday,mid-value,"high-value, everyday consumer spend, late-night activity","User U000212 shows a mid-value spending profile across 7 transactions totaling 2684.57 JPY. The user most often transacts in APAC with credit card payments, favors fuel and convenience, and is most active during afternoon weekday periods. Common patterns include high-value, everyday consumer spend, late-night activity."
U000213,6,385.66,EUR,EMEA,prepaid card,pharmacy and wellness,morning,weekday,small-ticket,"prepaid instrument, weekend spend, late-night activity","User U000213 shows a small-ticket spending profile across 6 transactions totaling 385.66 EUR. The user most often transacts in EMEA with prepaid card payments, favors pharmacy and wellness, and is most active during morning weekday periods. Common patterns include prepaid instrument, weekend spend, late-night activity."
U000214,3,1591.07,USD,EMEA,debit card,consumer electronics,evening,weekday,high-value,"high-value, premium electronics, weekend spend","User U000214 shows a high-value spending profile across 3 transactions totaling 1591.07 USD. The user most often transacts in EMEA with debit card payments, favors consumer electronics, and is most active during evening weekday periods. Common patterns include high-value, premium electronics, weekend spend."
U000215,7,723.55,GBP,EMEA,credit card,grocery retail,late-night,weekday,mid-value,"weekend spend, everyday consumer spend, late-night activity","User U000215 shows a mid-value spending profile across 7 transactions totaling 723.55 GBP. The user most often transacts in EMEA with credit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include weekend spend, everyday consumer spend, late-night activity."
U000216,4,3328.26,JPY,APAC,credit card,quick service dining,morning,weekday,high-value,"prepaid instrument, weekend spend, very high-value","User U000216 shows a high-value spending profile across 4 transactions totaling 3328.26 JPY. The user most often transacts in APAC with credit card payments, favors quick service dining, and is most active during morning weekday periods. Common patterns include prepaid instrument, weekend spend, very high-value."
U000217,4,1232.7,CAD,NA,credit card,lodging and hospitality,late-night,weekday,mid-value,"late-night activity, high-value, travel-related","User U000217 shows a mid-value spending profile across 4 transactions totaling 1232.7 CAD. The user most often transacts in NA with credit card payments, favors lodging and hospitality, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, travel-related."
U000218,9,2716.89,EUR,EMEA,credit card,grocery retail,late-night,weekday,mid-value,"prepaid instrument, weekend spend, high-value","User U000218 shows a mid-value spending profile across 9 transactions totaling 2716.89 EUR. The user most often transacts in EMEA with credit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include prepaid instrument, weekend spend, high-value."
U000219,3,854.57,USD,NA,credit card,air travel,late-night,weekend,mid-value,"late-night activity, weekend spend, high-value","User U000219 shows a mid-value spending profile across 3 transactions totaling 854.57 USD. The user most often transacts in NA with credit card payments, favors air travel, and is most active during late-night weekend periods. Common patterns include late-night activity, weekend spend, high-value."
U000220,10,3780.04,GBP,APAC,credit card,fashion retail,late-night,weekday,mid-value,"everyday consumer spend, late-night activity, high-value","User U000220 shows a mid-value spending profile across 10 transactions totaling 3780.04 GBP. The user most often transacts in APAC with credit card payments, favors fashion retail, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, late-night activity, high-value."
U000221,6,8820.84,CAD,NA,credit card,air travel,late-night,weekday,high-value,"everyday consumer spend, high-value, travel-related","User U000221 shows a high-value spending profile across 6 transactions totaling 8820.84 CAD. The user most often transacts in NA with credit card payments, favors air travel, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, high-value, travel-related."
U000222,6,4723.4,USD,NA,credit card,air travel,late-night,weekend,high-value,"high-value, travel-related, weekend spend","User U000222 shows a high-value spending profile across 6 transactions totaling 4723.4 USD. The user most often transacts in NA with credit card payments, favors air travel, and is most active during late-night weekend periods. Common patterns include high-value, travel-related, weekend spend."
U000223,3,1868.55,AUD,APAC,debit card,fashion retail,evening,weekday,high-value,"everyday consumer spend, high-value, premium electronics","User U000223 shows a high-value spending profile across 3 transactions totaling 1868.55 AUD. The user most often transacts in APAC with debit card payments, favors fashion retail, and is most active during evening weekday periods. Common patterns include everyday consumer spend, high-value, premium electronics."
U000224,6,7816.26,INR,APAC,credit card,quick service dining,morning,weekend,high-value,"weekend spend, high-value, late-night activity","User U000224 shows a high-value spending profile across 6 transactions totaling 7816.26 INR. The user most often transacts in APAC with credit card payments, favors quick service dining, and is most active during morning weekend periods. Common patterns include weekend spend, high-value, late-night activity."
U000225,7,6832.53,CAD,NA,credit card,fuel and convenience,late-night,weekday,high-value,"everyday consumer spend, late-night activity, very high-value","User U000225 shows a high-value spending profile across 7 transactions totaling 6832.53 CAD. The user most often transacts in NA with credit card payments, favors fuel and convenience, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, late-night activity, very high-value."
U000226,7,8269.71,EUR,NA,credit card,air travel,morning,weekday,high-value,"everyday consumer spend, very high-value, late-night activity","User U000226 shows a high-value spending profile across 7 transactions totaling 8269.71 EUR. The user most often transacts in NA with credit card payments, favors air travel, and is most active during morning weekday periods. Common patterns include everyday consumer spend, very high-value, late-night activity."
U000227,3,1425.12,AUD,APAC,credit card,lodging and hospitality,morning,weekend,mid-value,"weekend spend, high-value, travel-related","User U000227 shows a mid-value spending profile across 3 transactions totaling 1425.12 AUD. The user most often transacts in APAC with credit card payments, favors lodging and hospitality, and is most active during morning weekend periods. Common patterns include weekend spend, high-value, travel-related."
U000228,7,8367.79,SGD,EMEA,credit card,fuel and convenience,evening,weekday,high-value,"everyday consumer spend, very high-value, late-night activity","User U000228 shows a high-value spending profile across 7 transactions totaling 8367.79 SGD. The user most often transacts in EMEA with credit card payments, favors fuel and convenience, and is most active during evening weekday periods. Common patterns include everyday consumer spend, very high-value, late-night activity."
U000229,6,1916.4,JPY,APAC,credit card,digital subscription services,afternoon,weekday,mid-value,"digital recurring, late-night activity, high-value","User U000229 shows a mid-value spending profile across 6 transactions totaling 1916.4 JPY. The user most often transacts in APAC with credit card payments, favors digital subscription services, and is most active during afternoon weekday periods. Common patterns include digital recurring, late-night activity, high-value."
U000230,8,5421.82,EUR,APAC,credit card,ride-hailing and local transport,morning,weekday,high-value,"weekend spend, prepaid instrument, very high-value","User U000230 shows a high-value spending profile across 8 transactions totaling 5421.82 EUR. The user most often transacts in APAC with credit card payments, favors ride-hailing and local transport, and is most active during morning weekday periods. Common patterns include weekend spend, prepaid instrument, very high-value."
U000231,2,3874.56,SGD,APAC,credit card,digital subscription services,evening,weekday,high-value,"digital recurring, very high-value, cash-like financial services","User U000231 shows a high-value spending profile across 2 transactions totaling 3874.56 SGD. The user most often transacts in APAC with credit card payments, favors digital subscription services, and is most active during evening weekday periods. Common patterns include digital recurring, very high-value, cash-like financial services."
U000232,7,3344.36,EUR,EMEA,credit card,financial services,morning,weekday,mid-value,"everyday consumer spend, prepaid instrument, very high-value","User U000232 shows a mid-value spending profile across 7 transactions totaling 3344.36 EUR. The user most often transacts in EMEA with credit card payments, favors financial services, and is most active during morning weekday periods. Common patterns include everyday consumer spend, prepaid instrument, very high-value."
U000233,4,384.68,EUR,EMEA,credit card,pharmacy and wellness,afternoon,weekday,small-ticket,"everyday consumer spend, late-night activity, weekend spend","User U000233 shows a small-ticket spending profile across 4 transactions totaling 384.68 EUR. The user most often transacts in EMEA with credit card payments, favors pharmacy and wellness, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, late-night activity, weekend spend."
U000234,4,3420.23,INR,APAC,credit card,digital subscription services,afternoon,weekday,high-value,"everyday consumer spend, digital recurring, very high-value","User U000234 shows a high-value spending profile across 4 transactions totaling 3420.23 INR. The user most often transacts in APAC with credit card payments, favors digital subscription services, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, digital recurring, very high-value."
U000235,5,3224.53,GBP,EMEA,credit card,fuel and convenience,morning,weekday,high-value,"late-night activity, weekend spend, very high-value","User U000235 shows a high-value spending profile across 5 transactions totaling 3224.53 GBP. The user most often transacts in EMEA with credit card payments, favors fuel and convenience, and is most active during morning weekday periods. Common patterns include late-night activity, weekend spend, very high-value."
U000236,4,2417.29,EUR,NA,credit card,lodging and hospitality,evening,weekend,high-value,"high-value, weekend spend, travel-related","User U000236 shows a high-value spending profile across 4 transactions totaling 2417.29 EUR. The user most often transacts in NA with credit card payments, favors lodging and hospitality, and is most active during evening weekend periods. Common patterns include high-value, weekend spend, travel-related."
U000237,10,6801.82,GBP,EMEA,debit card,grocery retail,late-night,weekday,high-value,"late-night activity, weekend spend, prepaid instrument","User U000237 shows a high-value spending profile across 10 transactions totaling 6801.82 GBP. The user most often transacts in EMEA with debit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include late-night activity, weekend spend, prepaid instrument."
U000238,9,6963.13,INR,APAC,credit card,air travel,late-night,weekday,high-value,"everyday consumer spend, high-value, travel-related","User U000238 shows a high-value spending profile across 9 transactions totaling 6963.13 INR. The user most often transacts in APAC with credit card payments, favors air travel, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, high-value, travel-related."
U000239,9,9365.12,CAD,NA,credit card,fashion retail,late-night,weekday,high-value,"high-value, late-night activity, weekend spend","User U000239 shows a high-value spending profile across 9 transactions totaling 9365.12 CAD. The user most often transacts in NA with credit card payments, favors fashion retail, and is most active during late-night weekday periods. Common patterns include high-value, late-night activity, weekend spend."
U000240,7,7174.5,EUR,EMEA,debit card,financial services,afternoon,weekday,high-value,"weekend spend, cash-like financial services, late-night activity","User U000240 shows a high-value spending profile across 7 transactions totaling 7174.5 EUR. The user most often transacts in EMEA with debit card payments, favors financial services, and is most active during afternoon weekday periods. Common patterns include weekend spend, cash-like financial services, late-night activity."
U000241,5,4723.24,EUR,EMEA,credit card,education services,late-night,weekday,high-value,"late-night activity, high-value, very high-value","User U000241 shows a high-value spending profile across 5 transactions totaling 4723.24 EUR. The user most often transacts in EMEA with credit card payments, favors education services, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, very high-value."
U000242,9,1659.63,INR,NA,credit card,pharmacy and wellness,late-night,weekday,mid-value,"late-night activity, everyday consumer spend, weekend spend","User U000242 shows a mid-value spending profile across 9 transactions totaling 1659.63 INR. The user most often transacts in NA with credit card payments, favors pharmacy and wellness, and is most active during late-night weekday periods. Common patterns include late-night activity, everyday consumer spend, weekend spend."
U000243,3,920.82,EUR,EMEA,credit card,fuel and convenience,morning,weekday,mid-value,"late-night activity, everyday consumer spend, high-value","User U000243 shows a mid-value spending profile across 3 transactions totaling 920.82 EUR. The user most often transacts in EMEA with credit card payments, favors fuel and convenience, and is most active during morning weekday periods. Common patterns include late-night activity, everyday consumer spend, high-value."
U000244,4,1546.84,USD,NA,debit card,grocery retail,afternoon,weekday,mid-value,"everyday consumer spend, late-night activity, high-value","User U000244 shows a mid-value spending profile across 4 transactions totaling 1546.84 USD. The user most often transacts in NA with debit card payments, favors grocery retail, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, late-night activity, high-value."
U000245,15,15189.79,EUR,EMEA,credit card,ride-hailing and local transport,evening,weekday,high-value,"weekend spend, everyday consumer spend, high-value","User U000245 shows a high-value spending profile across 15 transactions totaling 15189.79 EUR. The user most often transacts in EMEA with credit card payments, favors ride-hailing and local transport, and is most active during evening weekday periods. Common patterns include weekend spend, everyday consumer spend, high-value."
U000247,3,2077.56,EUR,EMEA,debit card,consumer electronics,evening,weekday,high-value,"high-value, premium electronics, digital recurring","User U000247 shows a high-value spending profile across 3 transactions totaling 2077.56 EUR. The user most often transacts in EMEA with debit card payments, favors consumer electronics, and is most active during evening weekday periods. Common patterns include high-value, premium electronics, digital recurring."
U000248,2,1760.45,USD,NA,debit card,consumer electronics,late-night,weekday,high-value,"high-value, premium electronics, late-night activity","User U000248 shows a high-value spending profile across 2 transactions totaling 1760.45 USD. The user most often transacts in NA with debit card payments, favors consumer electronics, and is most active during late-night weekday periods. Common patterns include high-value, premium electronics, late-night activity."
U000249,5,2947.0,USD,EMEA,credit card,healthcare services,evening,weekday,high-value,"everyday consumer spend, weekend spend, high-value","User U000249 shows a high-value spending profile across 5 transactions totaling 2947.0 USD. The user most often transacts in EMEA with credit card payments, favors healthcare services, and is most active during evening weekday periods. Common patterns include everyday consumer spend, weekend spend, high-value."
U000250,6,2372.4,INR,APAC,credit card,fashion retail,evening,weekday,mid-value,"high-value, everyday consumer spend, weekend spend","User U000250 shows a mid-value spending profile across 6 transactions totaling 2372.4 INR. The user most often transacts in APAC with credit card payments, favors fashion retail, and is most active during evening weekday periods. Common patterns include high-value, everyday consumer spend, weekend spend."
U000251,6,5473.47,JPY,APAC,credit card,general retail,late-night,weekday,high-value,"late-night activity, digital recurring, very high-value","User U000251 shows a high-value spending profile across 6 transactions totaling 5473.47 JPY. The user most often transacts in APAC with credit card payments, favors general retail, and is most active during late-night weekday periods. Common patterns include late-night activity, digital recurring, very high-value."
U000252,6,8496.01,GBP,EMEA,credit card,consumer electronics,afternoon,weekday,high-value,"high-value, premium electronics, digital recurring","User U000252 shows a high-value spending profile across 6 transactions totaling 8496.01 GBP. The user most often transacts in EMEA with credit card payments, favors consumer electronics, and is most active during afternoon weekday periods. Common patterns include high-value, premium electronics, digital recurring."
U000253,7,16067.27,EUR,EMEA,credit card,education services,morning,weekday,very high-value,"very high-value, prepaid instrument, everyday consumer spend","User U000253 shows a very high-value spending profile across 7 transactions totaling 16067.27 EUR. The user most often transacts in EMEA with credit card payments, favors education services, and is most active during morning weekday periods. Common patterns include very high-value, prepaid instrument, everyday consumer spend."
U000254,5,827.69,USD,NA,debit card,grocery retail,late-night,weekday,mid-value,"late-night activity, weekend spend, everyday consumer spend","User U000254 shows a mid-value spending profile across 5 transactions totaling 827.69 USD. The user most often transacts in NA with debit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include late-night activity, weekend spend, everyday consumer spend."
U000255,5,289.35,USD,APAC,credit card,general retail,morning,weekend,small-ticket,"weekend spend, digital recurring, everyday consumer spend","User U000255 shows a small-ticket spending profile across 5 transactions totaling 289.35 USD. The user most often transacts in APAC with credit card payments, favors general retail, and is most active during morning weekend periods. Common patterns include weekend spend, digital recurring, everyday consumer spend."
U000256,7,5517.81,USD,NA,credit card,fashion retail,morning,weekday,high-value,"everyday consumer spend, weekend spend, high-value","User U000256 shows a high-value spending profile across 7 transactions totaling 5517.81 USD. The user most often transacts in NA with credit card payments, favors fashion retail, and is most active during morning weekday periods. Common patterns include everyday consumer spend, weekend spend, high-value."
U000257,8,2231.3,SGD,APAC,credit card,digital subscription services,afternoon,weekend,mid-value,"weekend spend, digital recurring, late-night activity","User U000257 shows a mid-value spending profile across 8 transactions totaling 2231.3 SGD. The user most often transacts in APAC with credit card payments, favors digital subscription services, and is most active during afternoon weekend periods. Common patterns include weekend spend, digital recurring, late-night activity."
U000258,6,9083.13,EUR,EMEA,credit card,pharmacy and wellness,late-night,weekday,high-value,"very high-value, late-night activity, everyday consumer spend","User U000258 shows a high-value spending profile across 6 transactions totaling 9083.13 EUR. The user most often transacts in EMEA with credit card payments, favors pharmacy and wellness, and is most active during late-night weekday periods. Common patterns include very high-value, late-night activity, everyday consumer spend."
U000259,7,7756.64,USD,EMEA,credit card,fuel and convenience,evening,weekday,high-value,"weekend spend, late-night activity, prepaid instrument","User U000259 shows a high-value spending profile across 7 transactions totaling 7756.64 USD. The user most often transacts in EMEA with credit card payments, favors fuel and convenience, and is most active during evening weekday periods. Common patterns include weekend spend, late-night activity, prepaid instrument."
U000260,6,11512.94,JPY,APAC,credit card,financial services,afternoon,weekday,high-value,"very high-value, cash-like financial services, high-value","User U000260 shows a high-value spending profile across 6 transactions totaling 11512.94 JPY. The user most often transacts in APAC with credit card payments, favors financial services, and is most active during afternoon weekday periods. Common patterns include very high-value, cash-like financial services, high-value."
U000261,8,2643.49,EUR,EMEA,credit card,fashion retail,afternoon,weekday,mid-value,"high-value, weekend spend, prepaid instrument","User U000261 shows a mid-value spending profile across 8 transactions totaling 2643.49 EUR. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during afternoon weekday periods. Common patterns include high-value, weekend spend, prepaid instrument."
U000262,7,5871.56,EUR,EMEA,credit card,consumer electronics,late-night,weekday,high-value,"late-night activity, high-value, weekend spend","User U000262 shows a high-value spending profile across 7 transactions totaling 5871.56 EUR. The user most often transacts in EMEA with credit card payments, favors consumer electronics, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, weekend spend."
U000263,6,2125.37,USD,NA,credit card,lodging and hospitality,afternoon,weekday,mid-value,"high-value, travel-related, late-night activity","User U000263 shows a mid-value spending profile across 6 transactions totaling 2125.37 USD. The user most often transacts in NA with credit card payments, favors lodging and hospitality, and is most active during afternoon weekday periods. Common patterns include high-value, travel-related, late-night activity."
U000264,3,1160.07,AED,MEA,credit card,lodging and hospitality,evening,weekday,mid-value,"high-value, travel-related, everyday consumer spend","User U000264 shows a mid-value spending profile across 3 transactions totaling 1160.07 AED. The user most often transacts in MEA with credit card payments, favors lodging and hospitality, and is most active during evening weekday periods. Common patterns include high-value, travel-related, everyday consumer spend."
U000265,6,5315.2,EUR,EMEA,prepaid card,fuel and convenience,morning,weekday,high-value,"prepaid instrument, weekend spend, everyday consumer spend","User U000265 shows a high-value spending profile across 6 transactions totaling 5315.2 EUR. The user most often transacts in EMEA with prepaid card payments, favors fuel and convenience, and is most active during morning weekday periods. Common patterns include prepaid instrument, weekend spend, everyday consumer spend."
U000266,6,2345.35,GBP,EMEA,debit card,grocery retail,afternoon,weekday,mid-value,"everyday consumer spend, high-value, weekend spend","User U000266 shows a mid-value spending profile across 6 transactions totaling 2345.35 GBP. The user most often transacts in EMEA with debit card payments, favors grocery retail, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, high-value, weekend spend."
U000267,7,6358.96,EUR,EMEA,debit card,restaurant dining,evening,weekday,high-value,"everyday consumer spend, prepaid instrument, very high-value","User U000267 shows a high-value spending profile across 7 transactions totaling 6358.96 EUR. The user most often transacts in EMEA with debit card payments, favors restaurant dining, and is most active during evening weekday periods. Common patterns include everyday consumer spend, prepaid instrument, very high-value."
U000268,7,14302.85,GBP,EMEA,debit card,financial services,morning,weekday,very high-value,"very high-value, weekend spend, high-value","User U000268 shows a very high-value spending profile across 7 transactions totaling 14302.85 GBP. The user most often transacts in EMEA with debit card payments, favors financial services, and is most active during morning weekday periods. Common patterns include very high-value, weekend spend, high-value."
U000269,5,3725.61,HKD,APAC,credit card,quick service dining,late-night,weekday,high-value,"late-night activity, high-value, very high-value","User U000269 shows a high-value spending profile across 5 transactions totaling 3725.61 HKD. The user most often transacts in APAC with credit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, very high-value."
U000270,9,8571.53,EUR,EMEA,credit card,fashion retail,late-night,weekday,high-value,"late-night activity, high-value, travel-related","User U000270 shows a high-value spending profile across 9 transactions totaling 8571.53 EUR. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, travel-related."
U000271,6,1975.57,INR,APAC,debit card,general retail,late-night,weekday,mid-value,"late-night activity, high-value, digital recurring","User U000271 shows a mid-value spending profile across 6 transactions totaling 1975.57 INR. The user most often transacts in APAC with debit card payments, favors general retail, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, digital recurring."
U000272,6,4261.09,EUR,EMEA,credit card,lodging and hospitality,afternoon,weekday,high-value,"high-value, everyday consumer spend, travel-related","User U000272 shows a high-value spending profile across 6 transactions totaling 4261.09 EUR. The user most often transacts in EMEA with credit card payments, favors lodging and hospitality, and is most active during afternoon weekday periods. Common patterns include high-value, everyday consumer spend, travel-related."
U000273,4,1010.58,EUR,EMEA,credit card,fashion retail,evening,weekday,mid-value,"everyday consumer spend, high-value, weekend spend","User U000273 shows a mid-value spending profile across 4 transactions totaling 1010.58 EUR. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during evening weekday periods. Common patterns include everyday consumer spend, high-value, weekend spend."
U000274,4,10048.58,EUR,EMEA,credit card,fuel and convenience,morning,weekday,very high-value,"very high-value, everyday consumer spend, high-value","User U000274 shows a very high-value spending profile across 4 transactions totaling 10048.58 EUR. The user most often transacts in EMEA with credit card payments, favors fuel and convenience, and is most active during morning weekday periods. Common patterns include very high-value, everyday consumer spend, high-value."
U000275,12,7867.99,EUR,APAC,debit card,quick service dining,late-night,weekday,high-value,"everyday consumer spend, weekend spend, digital recurring","User U000275 shows a high-value spending profile across 12 transactions totaling 7867.99 EUR. The user most often transacts in APAC with debit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, weekend spend, digital recurring."
U000276,6,8167.93,USD,NA,credit card,financial services,afternoon,weekday,high-value,"very high-value, cash-like financial services, weekend spend","User U000276 shows a high-value spending profile across 6 transactions totaling 8167.93 USD. The user most often transacts in NA with credit card payments, favors financial services, and is most active during afternoon weekday periods. Common patterns include very high-value, cash-like financial services, weekend spend."
U000277,6,3499.58,JPY,APAC,credit card,air travel,late-night,weekday,high-value,"high-value, travel-related, late-night activity","User U000277 shows a high-value spending profile across 6 transactions totaling 3499.58 JPY. The user most often transacts in APAC with credit card payments, favors air travel, and is most active during late-night weekday periods. Common patterns include high-value, travel-related, late-night activity."
U000278,5,529.99,USD,NA,credit card,fuel and convenience,late-night,weekend,mid-value,"weekend spend, late-night activity, digital recurring","User U000278 shows a mid-value spending profile across 5 transactions totaling 529.99 USD. The user most often transacts in NA with credit card payments, favors fuel and convenience, and is most active during late-night weekend periods. Common patterns include weekend spend, late-night activity, digital recurring."
U000279,7,5972.38,CAD,NA,credit card,quick service dining,late-night,weekday,high-value,"everyday consumer spend, late-night activity, prepaid instrument","User U000279 shows a high-value spending profile across 7 transactions totaling 5972.38 CAD. The user most often transacts in NA with credit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, late-night activity, prepaid instrument."
U000280,9,6566.21,CAD,NA,credit card,quick service dining,late-night,weekend,high-value,"weekend spend, everyday consumer spend, very high-value","User U000280 shows a high-value spending profile across 9 transactions totaling 6566.21 CAD. The user most often transacts in NA with credit card payments, favors quick service dining, and is most active during late-night weekend periods. Common patterns include weekend spend, everyday consumer spend, very high-value."
U000281,3,444.52,USD,NA,credit card,quick service dining,evening,weekday,mid-value,"everyday consumer spend, late-night activity","User U000281 shows a mid-value spending profile across 3 transactions totaling 444.52 USD. The user most often transacts in NA with credit card payments, favors quick service dining, and is most active during evening weekday periods. Common patterns include everyday consumer spend, late-night activity."
U000282,4,1840.59,JPY,APAC,credit card,financial services,late-night,weekday,mid-value,"weekend spend, high-value, cash-like financial services","User U000282 shows a mid-value spending profile across 4 transactions totaling 1840.59 JPY. The user most often transacts in APAC with credit card payments, favors financial services, and is most active during late-night weekday periods. Common patterns include weekend spend, high-value, cash-like financial services."
