transaction_datetime_id,transaction_date,transaction_time,day_of_week,month,hour_of_day,is_weekend
DT_20250118_044230,2025-01-18,04:42:30,Saturday,2025-01,04,true
DT_20250118_052254,2025-01-18,05:22:54,Saturday,2025-01,05,true
DT_20250118_053625,2025-01-18,05:36:25,Saturday,2025-01,05,true
DT_20250118_055355,2025-01-18,05:53:55,Saturday,2025-01,05,true
DT_20250118_060348,2025-01-18,06:03:48,Saturday,2025-01,06,true
DT_20250118_060525,2025-01-18,06:05:25,Saturday,2025-01,06,true
DT_20250118_061403,2025-01-18,06:14:03,Saturday,2025-01,06,true
DT_20250118_061847,2025-01-18,06:18:47,Saturday,2025-01,06,true
DT_20250118_070244,2025-01-18,07:02:44,Saturday,2025-01,07,true
DT_20250118_071003,2025-01-18,07:10:03,Saturday,2025-01,07,true
DT_20250118_080050,2025-01-18,08:00:50,Saturday,2025-01,08,true
DT_20250118_082804,2025-01-18,08:28:04,Saturday,2025-01,08,true
DT_20250118_085105,2025-01-18,08:51:05,Saturday,2025-01,08,true
DT_20250118_092646,2025-01-18,09:26:46,Saturday,2025-01,09,true
DT_20250118_103606,2025-01-18,10:36:06,Saturday,2025-01,10,true
DT_20250118_104140,2025-01-18,10:41:40,Saturday,2025-01,10,true
DT_20250118_105319,2025-01-18,10:53:19,Saturday,2025-01,10,true
DT_20250118_110900,2025-01-18,11:09:00,Saturday,2025-01,11,true
DT_20250118_112021,2025-01-18,11:20:21,Saturday,2025-01,11,true
DT_20250118_114201,2025-01-18,11:42:01,Saturday,2025-01,11,true
DT_20250118_121113,2025-01-18,12:11:13,Saturday,2025-01,12,true
DT_20250118_131525,2025-01-18,13:15:25,Saturday,2025-01,13,true
DT_20250118_134718,2025-01-18,13:47:18,Saturday,2025-01,13,true
DT_20250118_141743,2025-01-18,14:17:43,Saturday,2025-01,14,true
DT_20250118_153652,2025-01-18,15:36:52,Saturday,2025-01,15,true
DT_20250118_161638,2025-01-18,16:16:38,Saturday,2025-01,16,true
DT_20250118_162415,2025-01-18,16:24:15,Saturday,2025-01,16,true
DT_20250118_164008,2025-01-18,16:40:08,Saturday,2025-01,16,true
DT_20250118_172040,2025-01-18,17:20:40,Saturday,2025-01,17,true
DT_20250118_172521,2025-01-18,17:25:21,Saturday,2025-01,17,true
DT_20250118_181743,2025-01-18,18:17:43,Saturday,2025-01,18,true
DT_20250118_182702,2025-01-18,18:27:02,Saturday,2025-01,18,true
DT_20250118_185300,2025-01-18,18:53:00,Saturday,2025-01,18,true
DT_20250118_190205,2025-01-18,19:02:05,Saturday,2025-01,19,true
DT_20250118_191613,2025-01-18,19:16:13,Saturday,2025-01,19,true
DT_20250118_191634,2025-01-18,19:16:34,Saturday,2025-01,19,true
DT_20250118_195124,2025-01-18,19:51:24,Saturday,2025-01,19,true
DT_20250118_200652,2025-01-18,20:06:52,Saturday,2025-01,20,true
DT_20250118_200905,2025-01-18,20:09:05,Saturday,2025-01,20,true
DT_20250118_210904,2025-01-18,21:09:04,Saturday,2025-01,21,true
DT_20250118_212135,2025-01-18,21:21:35,Saturday,2025-01,21,true
DT_20250118_213715,2025-01-18,21:37:15,Saturday,2025-01,21,true
DT_20250118_214151,2025-01-18,21:41:51,Saturday,2025-01,21,true
DT_20250118_214915,2025-01-18,21:49:15,Saturday,2025-01,21,true
DT_20250118_221905,2025-01-18,22:19:05,Saturday,2025-01,22,true
DT_20250118_224649,2025-01-18,22:46:49,Saturday,2025-01,22,true
DT_20250118_224854,2025-01-18,22:48:54,Saturday,2025-01,22,true
DT_20250118_224900,2025-01-18,22:49:00,Saturday,2025-01,22,true
DT_20250118_225600,2025-01-18,22:56:00,Saturday,2025-01,22,true
DT_20250118_231454,2025-01-18,23:14:54,Saturday,2025-01,23,true
DT_20250118_234316,2025-01-18,23:43:16,Saturday,2025-01,23,true
DT_20250119_002437,2025-01-19,00:24:37,Sunday,2025-01,00,true
DT_20250119_002644,2025-01-19,00:26:44,Sunday,2025-01,00,true
DT_20250119_023431,2025-01-19,02:34:31,Sunday,2025-01,02,true
DT_20250119_025751,2025-01-19,02:57:51,Sunday,2025-01,02,true
DT_20250119_035235,2025-01-19,03:52:35,Sunday,2025-01,03,true
DT_20250119_050756,2025-01-19,05:07:56,Sunday,2025-01,05,true
DT_20250119_051732,2025-01-19,05:17:32,Sunday,2025-01,05,true
DT_20250119_063551,2025-01-19,06:35:51,Sunday,2025-01,06,true
DT_20250119_065746,2025-01-19,06:57:46,Sunday,2025-01,06,true
DT_20250119_073007,2025-01-19,07:30:07,Sunday,2025-01,07,true
DT_20250119_074704,2025-01-19,07:47:04,Sunday,2025-01,07,true
DT_20250119_075626,2025-01-19,07:56:26,Sunday,2025-01,07,true
DT_20250119_083621,2025-01-19,08:36:21,Sunday,2025-01,08,true
DT_20250119_085430,2025-01-19,08:54:30,Sunday,2025-01,08,true
DT_20250119_103759,2025-01-19,10:37:59,Sunday,2025-01,10,true
DT_20250119_110031,2025-01-19,11:00:31,Sunday,2025-01,11,true
DT_20250119_110639,2025-01-19,11:06:39,Sunday,2025-01,11,true
DT_20250119_111823,2025-01-19,11:18:23,Sunday,2025-01,11,true
DT_20250119_114200,2025-01-19,11:42:00,Sunday,2025-01,11,true
DT_20250119_115654,2025-01-19,11:56:54,Sunday,2025-01,11,true
DT_20250119_121444,2025-01-19,12:14:44,Sunday,2025-01,12,true
DT_20250119_130806,2025-01-19,13:08:06,Sunday,2025-01,13,true
DT_20250119_134552,2025-01-19,13:45:52,Sunday,2025-01,13,true
DT_20250119_141457,2025-01-19,14:14:57,Sunday,2025-01,14,true
DT_20250119_142751,2025-01-19,14:27:51,Sunday,2025-01,14,true
DT_20250119_152701,2025-01-19,15:27:01,Sunday,2025-01,15,true
DT_20250119_155338,2025-01-19,15:53:38,Sunday,2025-01,15,true
DT_20250119_164049,2025-01-19,16:40:49,Sunday,2025-01,16,true
DT_20250119_171948,2025-01-19,17:19:48,Sunday,2025-01,17,true
DT_20250119_182935,2025-01-19,18:29:35,Sunday,2025-01,18,true
DT_20250119_183208,2025-01-19,18:32:08,Sunday,2025-01,18,true
DT_20250119_183449,2025-01-19,18:34:49,Sunday,2025-01,18,true
DT_20250119_183550,2025-01-19,18:35:50,Sunday,2025-01,18,true
DT_20250119_184226,2025-01-19,18:42:26,Sunday,2025-01,18,true
DT_20250119_184656,2025-01-19,18:46:56,Sunday,2025-01,18,true
DT_20250119_185403,2025-01-19,18:54:03,Sunday,2025-01,18,true
DT_20250119_191600,2025-01-19,19:16:00,Sunday,2025-01,19,true
DT_20250119_193822,2025-01-19,19:38:22,Sunday,2025-01,19,true
DT_20250119_194319,2025-01-19,19:43:19,Sunday,2025-01,19,true
DT_20250119_200118,2025-01-19,20:01:18,Sunday,2025-01,20,true
DT_20250119_202620,2025-01-19,20:26:20,Sunday,2025-01,20,true
DT_20250119_205416,2025-01-19,20:54:16,Sunday,2025-01,20,true
DT_20250119_210752,2025-01-19,21:07:52,Sunday,2025-01,21,true
DT_20250119_215057,2025-01-19,21:50:57,Sunday,2025-01,21,true
DT_20250119_225117,2025-01-19,22:51:17,Sunday,2025-01,22,true
DT_20250119_230156,2025-01-19,23:01:56,Sunday,2025-01,23,true
DT_20250119_231625,2025-01-19,23:16:25,Sunday,2025-01,23,true
DT_20250119_234704,2025-01-19,23:47:04,Sunday,2025-01,23,true
DT_20250119_234842,2025-01-19,23:48:42,Sunday,2025-01,23,true
DT_20250119_235515,2025-01-19,23:55:15,Sunday,2025-01,23,true
DT_20250120_000347,2025-01-20,00:03:47,Monday,2025-01,00,false
DT_20250120_002650,2025-01-20,00:26:50,Monday,2025-01,00,false
DT_20250120_003824,2025-01-20,00:38:24,Monday,2025-01,00,false
DT_20250120_020418,2025-01-20,02:04:18,Monday,2025-01,02,false
DT_20250120_022003,2025-01-20,02:20:03,Monday,2025-01,02,false
DT_20250120_022649,2025-01-20,02:26:49,Monday,2025-01,02,false
DT_20250120_024652,2025-01-20,02:46:52,Monday,2025-01,02,false
DT_20250120_031255,2025-01-20,03:12:55,Monday,2025-01,03,false
DT_20250120_032615,2025-01-20,03:26:15,Monday,2025-01,03,false
DT_20250120_035240,2025-01-20,03:52:40,Monday,2025-01,03,false
DT_20250120_045640,2025-01-20,04:56:40,Monday,2025-01,04,false
DT_20250120_045749,2025-01-20,04:57:49,Monday,2025-01,04,false
DT_20250120_045911,2025-01-20,04:59:11,Monday,2025-01,04,false
DT_20250120_050446,2025-01-20,05:04:46,Monday,2025-01,05,false
DT_20250120_053045,2025-01-20,05:30:45,Monday,2025-01,05,false
DT_20250120_054232,2025-01-20,05:42:32,Monday,2025-01,05,false
DT_20250120_054939,2025-01-20,05:49:39,Monday,2025-01,05,false
DT_20250120_064051,2025-01-20,06:40:51,Monday,2025-01,06,false
DT_20250120_064739,2025-01-20,06:47:39,Monday,2025-01,06,false
DT_20250120_080415,2025-01-20,08:04:15,Monday,2025-01,08,false
DT_20250120_083646,2025-01-20,08:36:46,Monday,2025-01,08,false
DT_20250120_083813,2025-01-20,08:38:13,Monday,2025-01,08,false
DT_20250120_093507,2025-01-20,09:35:07,Monday,2025-01,09,false
DT_20250120_094448,2025-01-20,09:44:48,Monday,2025-01,09,false
DT_20250120_094733,2025-01-20,09:47:33,Monday,2025-01,09,false
DT_20250120_101216,2025-01-20,10:12:16,Monday,2025-01,10,false
DT_20250120_110825,2025-01-20,11:08:25,Monday,2025-01,11,false
DT_20250120_115833,2025-01-20,11:58:33,Monday,2025-01,11,false
DT_20250120_120431,2025-01-20,12:04:31,Monday,2025-01,12,false
DT_20250120_121833,2025-01-20,12:18:33,Monday,2025-01,12,false
DT_20250120_125504,2025-01-20,12:55:04,Monday,2025-01,12,false
DT_20250120_131919,2025-01-20,13:19:19,Monday,2025-01,13,false
DT_20250120_132925,2025-01-20,13:29:25,Monday,2025-01,13,false
DT_20250120_133410,2025-01-20,13:34:10,Monday,2025-01,13,false
DT_20250120_133547,2025-01-20,13:35:47,Monday,2025-01,13,false
DT_20250120_142123,2025-01-20,14:21:23,Monday,2025-01,14,false
DT_20250120_144948,2025-01-20,14:49:48,Monday,2025-01,14,false
DT_20250120_165955,2025-01-20,16:59:55,Monday,2025-01,16,false
DT_20250120_173128,2025-01-20,17:31:28,Monday,2025-01,17,false
DT_20250120_173254,2025-01-20,17:32:54,Monday,2025-01,17,false
DT_20250120_174433,2025-01-20,17:44:33,Monday,2025-01,17,false
DT_20250120_180916,2025-01-20,18:09:16,Monday,2025-01,18,false
DT_20250120_193037,2025-01-20,19:30:37,Monday,2025-01,19,false
DT_20250120_194403,2025-01-20,19:44:03,Monday,2025-01,19,false
DT_20250120_200244,2025-01-20,20:02:44,Monday,2025-01,20,false
DT_20250120_202003,2025-01-20,20:20:03,Monday,2025-01,20,false
DT_20250120_205544,2025-01-20,20:55:44,Monday,2025-01,20,false
DT_20250120_210436,2025-01-20,21:04:36,Monday,2025-01,21,false
DT_20250120_213347,2025-01-20,21:33:47,Monday,2025-01,21,false
DT_20250120_213836,2025-01-20,21:38:36,Monday,2025-01,21,false
DT_20250120_214547,2025-01-20,21:45:47,Monday,2025-01,21,false
DT_20250120_220119,2025-01-20,22:01:19,Monday,2025-01,22,false
DT_20250120_220946,2025-01-20,22:09:46,Monday,2025-01,22,false
DT_20250120_230147,2025-01-20,23:01:47,Monday,2025-01,23,false
DT_20250121_000430,2025-01-21,00:04:30,Tuesday,2025-01,00,false
DT_20250121_000932,2025-01-21,00:09:32,Tuesday,2025-01,00,false
DT_20250121_001127,2025-01-21,00:11:27,Tuesday,2025-01,00,false
DT_20250121_001137,2025-01-21,00:11:37,Tuesday,2025-01,00,false
DT_20250121_003330,2025-01-21,00:33:30,Tuesday,2025-01,00,false
DT_20250121_010338,2025-01-21,01:03:38,Tuesday,2025-01,01,false
DT_20250121_012846,2025-01-21,01:28:46,Tuesday,2025-01,01,false
DT_20250121_013119,2025-01-21,01:31:19,Tuesday,2025-01,01,false
DT_20250121_015420,2025-01-21,01:54:20,Tuesday,2025-01,01,false
DT_20250121_021432,2025-01-21,02:14:32,Tuesday,2025-01,02,false
DT_20250121_031647,2025-01-21,03:16:47,Tuesday,2025-01,03,false
DT_20250121_034455,2025-01-21,03:44:55,Tuesday,2025-01,03,false
DT_20250121_035545,2025-01-21,03:55:45,Tuesday,2025-01,03,false
DT_20250121_042946,2025-01-21,04:29:46,Tuesday,2025-01,04,false
DT_20250121_051114,2025-01-21,05:11:14,Tuesday,2025-01,05,false
DT_20250121_052302,2025-01-21,05:23:02,Tuesday,2025-01,05,false
DT_20250121_053549,2025-01-21,05:35:49,Tuesday,2025-01,05,false
DT_20250121_055427,2025-01-21,05:54:27,Tuesday,2025-01,05,false
DT_20250121_061741,2025-01-21,06:17:41,Tuesday,2025-01,06,false
DT_20250121_065053,2025-01-21,06:50:53,Tuesday,2025-01,06,false
DT_20250121_065245,2025-01-21,06:52:45,Tuesday,2025-01,06,false
DT_20250121_070843,2025-01-21,07:08:43,Tuesday,2025-01,07,false
DT_20250121_081737,2025-01-21,08:17:37,Tuesday,2025-01,08,false
DT_20250121_082506,2025-01-21,08:25:06,Tuesday,2025-01,08,false
DT_20250121_084809,2025-01-21,08:48:09,Tuesday,2025-01,08,false
DT_20250121_093854,2025-01-21,09:38:54,Tuesday,2025-01,09,false
DT_20250121_100005,2025-01-21,10:00:05,Tuesday,2025-01,10,false
DT_20250121_102753,2025-01-21,10:27:53,Tuesday,2025-01,10,false
DT_20250121_104839,2025-01-21,10:48:39,Tuesday,2025-01,10,false
DT_20250121_113333,2025-01-21,11:33:33,Tuesday,2025-01,11,false
DT_20250121_120700,2025-01-21,12:07:00,Tuesday,2025-01,12,false
DT_20250121_121233,2025-01-21,12:12:33,Tuesday,2025-01,12,false
DT_20250121_125302,2025-01-21,12:53:02,Tuesday,2025-01,12,false
DT_20250121_132511,2025-01-21,13:25:11,Tuesday,2025-01,13,false
DT_20250121_135832,2025-01-21,13:58:32,Tuesday,2025-01,13,false
DT_20250121_141227,2025-01-21,14:12:27,Tuesday,2025-01,14,false
DT_20250121_142132,2025-01-21,14:21:32,Tuesday,2025-01,14,false
DT_20250121_143354,2025-01-21,14:33:54,Tuesday,2025-01,14,false
DT_20250121_144450,2025-01-21,14:44:50,Tuesday,2025-01,14,false
DT_20250121_144758,2025-01-21,14:47:58,Tuesday,2025-01,14,false
DT_20250121_145251,2025-01-21,14:52:51,Tuesday,2025-01,14,false
DT_20250121_152847,2025-01-21,15:28:47,Tuesday,2025-01,15,false
DT_20250121_160455,2025-01-21,16:04:55,Tuesday,2025-01,16,false
DT_20250121_170525,2025-01-21,17:05:25,Tuesday,2025-01,17,false
DT_20250121_175720,2025-01-21,17:57:20,Tuesday,2025-01,17,false
DT_20250121_183032,2025-01-21,18:30:32,Tuesday,2025-01,18,false
DT_20250121_184438,2025-01-21,18:44:38,Tuesday,2025-01,18,false
DT_20250121_192913,2025-01-21,19:29:13,Tuesday,2025-01,19,false
DT_20250121_200428,2025-01-21,20:04:28,Tuesday,2025-01,20,false
DT_20250121_212337,2025-01-21,21:23:37,Tuesday,2025-01,21,false
DT_20250121_214751,2025-01-21,21:47:51,Tuesday,2025-01,21,false
DT_20250121_215926,2025-01-21,21:59:26,Tuesday,2025-01,21,false
DT_20250121_231353,2025-01-21,23:13:53,Tuesday,2025-01,23,false
DT_20250122_002301,2025-01-22,00:23:01,Wednesday,2025-01,00,false
DT_20250122_005730,2025-01-22,00:57:30,Wednesday,2025-01,00,false
DT_20250122_011147,2025-01-22,01:11:47,Wednesday,2025-01,01,false
DT_20250122_022839,2025-01-22,02:28:39,Wednesday,2025-01,02,false
DT_20250122_024300,2025-01-22,02:43:00,Wednesday,2025-01,02,false
DT_20250122_025345,2025-01-22,02:53:45,Wednesday,2025-01,02,false
DT_20250122_041017,2025-01-22,04:10:17,Wednesday,2025-01,04,false
DT_20250122_041909,2025-01-22,04:19:09,Wednesday,2025-01,04,false
DT_20250122_043707,2025-01-22,04:37:07,Wednesday,2025-01,04,false
DT_20250122_043807,2025-01-22,04:38:07,Wednesday,2025-01,04,false
DT_20250122_044855,2025-01-22,04:48:55,Wednesday,2025-01,04,false
DT_20250122_045213,2025-01-22,04:52:13,Wednesday,2025-01,04,false
DT_20250122_045451,2025-01-22,04:54:51,Wednesday,2025-01,04,false
DT_20250122_063747,2025-01-22,06:37:47,Wednesday,2025-01,06,false
DT_20250122_063833,2025-01-22,06:38:33,Wednesday,2025-01,06,false
DT_20250122_063835,2025-01-22,06:38:35,Wednesday,2025-01,06,false
DT_20250122_070239,2025-01-22,07:02:39,Wednesday,2025-01,07,false
DT_20250122_071325,2025-01-22,07:13:25,Wednesday,2025-01,07,false
DT_20250122_074015,2025-01-22,07:40:15,Wednesday,2025-01,07,false
DT_20250122_084038,2025-01-22,08:40:38,Wednesday,2025-01,08,false
DT_20250122_093507,2025-01-22,09:35:07,Wednesday,2025-01,09,false
DT_20250122_102704,2025-01-22,10:27:04,Wednesday,2025-01,10,false
DT_20250122_104106,2025-01-22,10:41:06,Wednesday,2025-01,10,false
DT_20250122_112030,2025-01-22,11:20:30,Wednesday,2025-01,11,false
DT_20250122_115355,2025-01-22,11:53:55,Wednesday,2025-01,11,false
DT_20250122_132410,2025-01-22,13:24:10,Wednesday,2025-01,13,false
DT_20250122_134302,2025-01-22,13:43:02,Wednesday,2025-01,13,false
DT_20250122_135430,2025-01-22,13:54:30,Wednesday,2025-01,13,false
DT_20250122_142026,2025-01-22,14:20:26,Wednesday,2025-01,14,false
DT_20250122_152706,2025-01-22,15:27:06,Wednesday,2025-01,15,false
DT_20250122_161254,2025-01-22,16:12:54,Wednesday,2025-01,16,false
DT_20250122_163710,2025-01-22,16:37:10,Wednesday,2025-01,16,false
DT_20250122_171335,2025-01-22,17:13:35,Wednesday,2025-01,17,false
DT_20250122_174258,2025-01-22,17:42:58,Wednesday,2025-01,17,false
DT_20250122_181212,2025-01-22,18:12:12,Wednesday,2025-01,18,false
DT_20250122_184833,2025-01-22,18:48:33,Wednesday,2025-01,18,false
DT_20250122_193121,2025-01-22,19:31:21,Wednesday,2025-01,19,false
DT_20250122_194620,2025-01-22,19:46:20,Wednesday,2025-01,19,false
DT_20250122_201745,2025-01-22,20:17:45,Wednesday,2025-01,20,false
DT_20250122_202232,2025-01-22,20:22:32,Wednesday,2025-01,20,false
DT_20250122_202241,2025-01-22,20:22:41,Wednesday,2025-01,20,false
DT_20250122_202731,2025-01-22,20:27:31,Wednesday,2025-01,20,false
DT_20250122_202809,2025-01-22,20:28:09,Wednesday,2025-01,20,false
DT_20250122_202852,2025-01-22,20:28:52,Wednesday,2025-01,20,false
DT_20250122_210754,2025-01-22,21:07:54,Wednesday,2025-01,21,false
DT_20250122_211301,2025-01-22,21:13:01,Wednesday,2025-01,21,false
DT_20250122_220809,2025-01-22,22:08:09,Wednesday,2025-01,22,false
DT_20250123_002711,2025-01-23,00:27:11,Thursday,2025-01,00,false
DT_20250123_013436,2025-01-23,01:34:36,Thursday,2025-01,01,false
DT_20250123_014305,2025-01-23,01:43:05,Thursday,2025-01,01,false
DT_20250123_030857,2025-01-23,03:08:57,Thursday,2025-01,03,false
DT_20250123_031227,2025-01-23,03:12:27,Thursday,2025-01,03,false
DT_20250123_045023,2025-01-23,04:50:23,Thursday,2025-01,04,false
DT_20250123_045934,2025-01-23,04:59:34,Thursday,2025-01,04,false
DT_20250123_050929,2025-01-23,05:09:29,Thursday,2025-01,05,false
DT_20250123_051016,2025-01-23,05:10:16,Thursday,2025-01,05,false
DT_20250123_053146,2025-01-23,05:31:46,Thursday,2025-01,05,false
DT_20250123_053732,2025-01-23,05:37:32,Thursday,2025-01,05,false
DT_20250123_061931,2025-01-23,06:19:31,Thursday,2025-01,06,false
DT_20250123_064735,2025-01-23,06:47:35,Thursday,2025-01,06,false
DT_20250123_065028,2025-01-23,06:50:28,Thursday,2025-01,06,false
DT_20250123_074124,2025-01-23,07:41:24,Thursday,2025-01,07,false
DT_20250123_074436,2025-01-23,07:44:36,Thursday,2025-01,07,false
DT_20250123_083602,2025-01-23,08:36:02,Thursday,2025-01,08,false
DT_20250123_090029,2025-01-23,09:00:29,Thursday,2025-01,09,false
DT_20250123_090824,2025-01-23,09:08:24,Thursday,2025-01,09,false
DT_20250123_091534,2025-01-23,09:15:34,Thursday,2025-01,09,false
DT_20250123_091652,2025-01-23,09:16:52,Thursday,2025-01,09,false
DT_20250123_092312,2025-01-23,09:23:12,Thursday,2025-01,09,false
DT_20250123_092330,2025-01-23,09:23:30,Thursday,2025-01,09,false
DT_20250123_100642,2025-01-23,10:06:42,Thursday,2025-01,10,false
DT_20250123_101943,2025-01-23,10:19:43,Thursday,2025-01,10,false
DT_20250123_105130,2025-01-23,10:51:30,Thursday,2025-01,10,false
DT_20250123_110503,2025-01-23,11:05:03,Thursday,2025-01,11,false
DT_20250123_112734,2025-01-23,11:27:34,Thursday,2025-01,11,false
DT_20250123_115435,2025-01-23,11:54:35,Thursday,2025-01,11,false
DT_20250123_122750,2025-01-23,12:27:50,Thursday,2025-01,12,false
DT_20250123_124831,2025-01-23,12:48:31,Thursday,2025-01,12,false
DT_20250123_130817,2025-01-23,13:08:17,Thursday,2025-01,13,false
DT_20250123_141612,2025-01-23,14:16:12,Thursday,2025-01,14,false
DT_20250123_142628,2025-01-23,14:26:28,Thursday,2025-01,14,false
DT_20250123_144859,2025-01-23,14:48:59,Thursday,2025-01,14,false
DT_20250123_150312,2025-01-23,15:03:12,Thursday,2025-01,15,false
DT_20250123_151151,2025-01-23,15:11:51,Thursday,2025-01,15,false
DT_20250123_151407,2025-01-23,15:14:07,Thursday,2025-01,15,false
DT_20250123_152407,2025-01-23,15:24:07,Thursday,2025-01,15,false
DT_20250123_160021,2025-01-23,16:00:21,Thursday,2025-01,16,false
DT_20250123_161252,2025-01-23,16:12:52,Thursday,2025-01,16,false
DT_20250123_163917,2025-01-23,16:39:17,Thursday,2025-01,16,false
DT_20250123_170652,2025-01-23,17:06:52,Thursday,2025-01,17,false
DT_20250123_172001,2025-01-23,17:20:01,Thursday,2025-01,17,false
DT_20250123_172824,2025-01-23,17:28:24,Thursday,2025-01,17,false
DT_20250123_180515,2025-01-23,18:05:15,Thursday,2025-01,18,false
DT_20250123_184433,2025-01-23,18:44:33,Thursday,2025-01,18,false
DT_20250123_184632,2025-01-23,18:46:32,Thursday,2025-01,18,false
DT_20250123_194109,2025-01-23,19:41:09,Thursday,2025-01,19,false
DT_20250123_195804,2025-01-23,19:58:04,Thursday,2025-01,19,false
DT_20250123_203156,2025-01-23,20:31:56,Thursday,2025-01,20,false
DT_20250123_203605,2025-01-23,20:36:05,Thursday,2025-01,20,false
DT_20250123_205100,2025-01-23,20:51:00,Thursday,2025-01,20,false
DT_20250123_205732,2025-01-23,20:57:32,Thursday,2025-01,20,false
DT_20250123_212101,2025-01-23,21:21:01,Thursday,2025-01,21,false
DT_20250123_212522,2025-01-23,21:25:22,Thursday,2025-01,21,false
DT_20250123_212813,2025-01-23,21:28:13,Thursday,2025-01,21,false
DT_20250123_221513,2025-01-23,22:15:13,Thursday,2025-01,22,false
DT_20250123_221957,2025-01-23,22:19:57,Thursday,2025-01,22,false
DT_20250123_225307,2025-01-23,22:53:07,Thursday,2025-01,22,false
DT_20250123_225425,2025-01-23,22:54:25,Thursday,2025-01,22,false
DT_20250123_231305,2025-01-23,23:13:05,Thursday,2025-01,23,false
DT_20250124_011044,2025-01-24,01:10:44,Friday,2025-01,01,false
DT_20250124_011541,2025-01-24,01:15:41,Friday,2025-01,01,false
DT_20250124_012435,2025-01-24,01:24:35,Friday,2025-01,01,false
DT_20250124_021203,2025-01-24,02:12:03,Friday,2025-01,02,false
DT_20250124_021510,2025-01-24,02:15:10,Friday,2025-01,02,false
DT_20250124_022149,2025-01-24,02:21:49,Friday,2025-01,02,false
DT_20250124_031316,2025-01-24,03:13:16,Friday,2025-01,03,false
DT_20250124_033418,2025-01-24,03:34:18,Friday,2025-01,03,false
DT_20250124_033952,2025-01-24,03:39:52,Friday,2025-01,03,false
DT_20250124_042845,2025-01-24,04:28:45,Friday,2025-01,04,false
DT_20250124_043000,2025-01-24,04:30:00,Friday,2025-01,04,false
DT_20250124_045605,2025-01-24,04:56:05,Friday,2025-01,04,false
DT_20250124_054520,2025-01-24,05:45:20,Friday,2025-01,05,false
DT_20250124_054634,2025-01-24,05:46:34,Friday,2025-01,05,false
DT_20250124_055914,2025-01-24,05:59:14,Friday,2025-01,05,false
DT_20250124_061316,2025-01-24,06:13:16,Friday,2025-01,06,false
DT_20250124_063610,2025-01-24,06:36:10,Friday,2025-01,06,false
DT_20250124_064524,2025-01-24,06:45:24,Friday,2025-01,06,false
DT_20250124_064555,2025-01-24,06:45:55,Friday,2025-01,06,false
DT_20250124_071403,2025-01-24,07:14:03,Friday,2025-01,07,false
DT_20250124_075426,2025-01-24,07:54:26,Friday,2025-01,07,false
DT_20250124_075832,2025-01-24,07:58:32,Friday,2025-01,07,false
DT_20250124_081020,2025-01-24,08:10:20,Friday,2025-01,08,false
DT_20250124_082314,2025-01-24,08:23:14,Friday,2025-01,08,false
DT_20250124_082909,2025-01-24,08:29:09,Friday,2025-01,08,false
DT_20250124_084414,2025-01-24,08:44:14,Friday,2025-01,08,false
DT_20250124_085707,2025-01-24,08:57:07,Friday,2025-01,08,false
DT_20250124_100104,2025-01-24,10:01:04,Friday,2025-01,10,false
DT_20250124_100213,2025-01-24,10:02:13,Friday,2025-01,10,false
DT_20250124_100258,2025-01-24,10:02:58,Friday,2025-01,10,false
DT_20250124_103010,2025-01-24,10:30:10,Friday,2025-01,10,false
DT_20250124_105820,2025-01-24,10:58:20,Friday,2025-01,10,false
DT_20250124_110230,2025-01-24,11:02:30,Friday,2025-01,11,false
DT_20250124_114220,2025-01-24,11:42:20,Friday,2025-01,11,false
DT_20250124_124116,2025-01-24,12:41:16,Friday,2025-01,12,false
DT_20250124_130046,2025-01-24,13:00:46,Friday,2025-01,13,false
DT_20250124_130803,2025-01-24,13:08:03,Friday,2025-01,13,false
DT_20250124_135327,2025-01-24,13:53:27,Friday,2025-01,13,false
DT_20250124_140448,2025-01-24,14:04:48,Friday,2025-01,14,false
DT_20250124_145135,2025-01-24,14:51:35,Friday,2025-01,14,false
DT_20250124_145645,2025-01-24,14:56:45,Friday,2025-01,14,false
DT_20250124_153045,2025-01-24,15:30:45,Friday,2025-01,15,false
DT_20250124_153536,2025-01-24,15:35:36,Friday,2025-01,15,false
DT_20250124_163132,2025-01-24,16:31:32,Friday,2025-01,16,false
DT_20250124_164000,2025-01-24,16:40:00,Friday,2025-01,16,false
DT_20250124_164441,2025-01-24,16:44:41,Friday,2025-01,16,false
DT_20250124_164723,2025-01-24,16:47:23,Friday,2025-01,16,false
DT_20250124_165517,2025-01-24,16:55:17,Friday,2025-01,16,false
DT_20250124_171314,2025-01-24,17:13:14,Friday,2025-01,17,false
DT_20250124_173104,2025-01-24,17:31:04,Friday,2025-01,17,false
DT_20250124_183257,2025-01-24,18:32:57,Friday,2025-01,18,false
DT_20250124_184628,2025-01-24,18:46:28,Friday,2025-01,18,false
DT_20250124_193702,2025-01-24,19:37:02,Friday,2025-01,19,false
DT_20250124_201828,2025-01-24,20:18:28,Friday,2025-01,20,false
DT_20250124_205951,2025-01-24,20:59:51,Friday,2025-01,20,false
DT_20250124_212318,2025-01-24,21:23:18,Friday,2025-01,21,false
DT_20250124_213539,2025-01-24,21:35:39,Friday,2025-01,21,false
DT_20250124_215148,2025-01-24,21:51:48,Friday,2025-01,21,false
DT_20250124_225303,2025-01-24,22:53:03,Friday,2025-01,22,false
DT_20250124_230405,2025-01-24,23:04:05,Friday,2025-01,23,false
